PID	PGID	SID	PPID
1	1	1	0
2	2	2	1
11	11	11	1
12	12	12	1
15	15	15	2
23	23	23	1
30	30	30	1
32	32	32	1
34	34	34	1
43	43	43	1
48	3	3	43
50	50	50	1
52	52	52	1
54	54	54	1
56	56	56	48
61	61	61	23
63	63	63	48
65	65	3	56
77	77	77	43
78	37	37	1
79	79	79	1
86	86	86	1
87	87	87	1
96	1	1	1
98	98	98	1
101	101	101	1
105	105	105	1
108	108	108	96
113	113	113	1
115	115	115	1
119	119	119	23
120	120	120	56
138	138	138	50
142	142	142	1
143	143	143	1
144	144	144	98
147	147	147	1
148	148	148	1
155	155	1	61
156	156	156	1
164	34	1	115
167	167	167	1
168	168	168	1
178	178	178	148
186	186	186	113
187	187	187	1
188	188	188	1
189	1195	1	1
193	193	193	1
194	194	194	1
197	197	197	2
198	3	3	188
205	788	50	1
211	211	1	1
212	212	212	1
213	213	213	77
223	223	223	1
229	47	47	1
230	230	230	1
233	17	1	1
237	237	237	50
238	238	3	48
244	244	244	1
245	54	54	54
249	249	249	1
250	250	250	120
251	251	251	1
253	1	1	230
258	258	258	1
261	261	261	1
263	31	2	1
268	268	268	1
270	270	24	1
272	272	272	1
273	273	273	1
277	277	277	1
278	278	278	1
284	284	284	1
286	286	286	1
288	33	1	1
290	471	3	1
291	291	291	1
293	107	2	1
295	50	50	50
296	296	1	1
297	297	297	1
299	299	299	48
302	302	302	1
304	304	304	1
305	305	305	1
306	50	50	1
308	308	308	1
310	310	310	1
311	195	1	284
314	1	1	1
316	316	316	1
322	13	13	1
324	324	324	186
327	3	3	65
328	1276	166	1
329	329	329	1
332	332	332	1
334	334	334	1
337	138	138	138
339	339	339	258
340	84	3	1
343	106	106	1
344	344	344	1
346	346	346	178
349	24	24	142
350	180	1	119
351	50	50	306
354	354	354	1
356	356	3	198
360	360	360	119
363	2593	69	1
364	364	364	1
367	367	367	1
369	369	13	1
376	376	376	1
377	37	37	249
382	382	382	1
384	384	384	1
386	386	386	105
391	391	391	1
392	33	1	1
399	399	399	386
402	402	402	1
405	405	405	1
411	411	411	1
414	1	1	1
418	418	418	1
419	419	1	1
425	425	425	376
427	427	427	1
429	429	24	367
430	430	1	1
431	1050	26	1
433	17	1	302
436	436	436	418
438	17	1	1
444	444	3	1
446	446	446	87
449	449	449	1
450	845	1	15
451	451	451	1
454	454	454	1
455	4319	1	1
456	2	2	263
458	6745	37	1
459	459	459	290
462	499	1	194
466	3	3	1
470	470	106	343
471	471	3	1
473	473	473	1
476	476	476	1
482	1117	1	1
483	483	1	119
485	485	485	1
490	490	490	113
491	491	491	1
492	492	492	1
493	493	493	297
495	1948	1	1
497	497	30	30
498	498	498	193
502	502	1	1
503	503	503	1
505	505	505	1
506	506	77	77
510	510	510	198
511	511	511	1
514	514	514	1
515	515	515	79
516	516	516	1
518	518	1	502
521	521	521	1
522	471	3	510
524	94	94	1
525	525	178	178
526	526	1	1
528	528	528	144
529	529	303	1
534	534	534	1
535	535	280	1
536	536	536	1
537	537	537	1
542	542	542	1
543	543	3	299
544	544	158	542
545	1	1	360
552	552	552	1
556	556	556	510
558	558	558	284
561	561	3	65
562	97	97	1
566	566	566	1
570	1708	106	1
571	571	571	1
573	3	3	514
574	574	574	291
575	575	24	1
576	576	97	562
580	580	580	1
581	581	32	32
582	582	1	495
585	585	585	1
587	587	587	1
591	591	591	511
592	592	1	502
594	594	594	1
597	65	3	459
598	598	598	552
602	602	602	1
605	11	1	552
607	607	607	515
608	608	50	1
611	426	30	1
612	612	342	1
613	613	613	119
614	614	614	1
616	616	616	573
620	620	620	1
621	621	621	1
622	622	1	1
623	623	623	1
624	11	1	1
625	625	625	11
626	626	626	346
627	627	627	1
629	1847	24	367
630	79	79	1
635	107	2	1
637	637	637	1
639	639	639	1
641	47	47	364
642	642	642	205
644	33	1	34
646	646	646	148
650	650	650	1
652	106	106	570
653	653	3	1
654	24	24	349
655	655	655	1
656	225	225	1
657	149	149	1
660	660	660	535
664	125	125	536
666	225	225	594
667	667	2	476
668	668	668	286
669	669	3	290
671	3879	3	1
673	673	673	459
674	77	77	1
675	675	47	1
676	676	676	1
677	677	427	427
682	1940	397	1
683	15	1	344
685	111	111	1
686	11	1	625
690	690	52	52
691	691	30	1
693	693	693	1
697	257	257	1
699	699	699	525
701	701	701	155
702	702	702	1
704	704	1	1
705	356	3	48
706	552	552	552
708	708	708	516
709	616	616	616
710	710	710	1
711	3	3	1
714	714	714	566
715	715	715	639
719	719	719	673
721	120	120	120
722	184	1	1
723	723	723	1
727	727	727	1
729	17	1	1
730	730	730	1
732	732	732	629
733	733	733	167
735	4393	1	1
738	840	1	11
744	744	744	251
748	748	748	1
751	751	751	611
757	250	250	250
761	17	1	1
762	762	762	561
763	763	763	233
765	765	765	575
766	766	766	646
772	772	772	364
773	773	773	738
774	2	2	1
775	775	1	1
776	776	776	502
781	781	781	1
782	552	552	706
784	784	784	1
785	2	2	591
786	329	329	1
789	329	329	329
790	790	790	575
796	796	796	1
799	799	516	516
801	801	801	351
804	94	94	524
809	809	809	561
813	813	813	197
814	9	3	620
815	446	87	446
816	816	816	299
817	1	1	1
818	818	371	1
819	819	819	1
820	24	24	1
822	822	822	1
824	24	24	142
826	826	826	616
828	213	213	213
833	833	833	1
834	834	834	491
840	840	1	701
848	848	848	1
851	1055	580	580
852	26	26	1
853	853	853	1
854	280	280	1
855	855	855	613
856	856	856	288
857	238	3	809
858	858	858	293
859	859	859	587
861	861	861	1
863	863	863	733
864	864	864	1
866	866	866	840
868	1141	1	288
869	224	1	1
871	225	225	715
872	872	1	430
873	111	111	685
875	875	875	237
876	97	97	1
877	877	877	1
878	878	878	1
880	880	880	1
881	881	881	1
883	883	50	1
884	47	47	702
885	885	885	710
888	552	552	1
889	889	889	1
890	890	890	676
892	892	892	1
893	893	893	1
894	894	894	708
897	897	897	562
898	898	898	1
899	899	899	1
900	900	900	799
902	17	1	1
904	904	904	1
906	2042	1	614
907	907	230	230
908	482	1	15
909	909	909	360
911	911	911	1
912	63	63	63
913	926	50	1
914	914	914	1
916	277	277	1
917	917	1	1
920	1117	1	908
921	921	921	814
922	922	922	1
923	923	923	1
925	925	1	686
926	50	50	801
927	927	927	1
928	24	24	732
929	929	929	1
930	930	930	576
933	933	933	433
