PID	PGID	SID	PPID
1	1	1	0
9	9	9	1
11	11	1	1
33	33	33	11
42	69	1	1
45	45	45	1
51	51	51	1
52	52	52	1
54	54	54	1
59	59	59	1
68	68	68	1
74	74	74	1
78	78	1	1
87	87	87	1
88	88	88	1
89	89	89	1
95	95	2	1
96	96	96	1
101	101	101	1
102	102	102	1
105	105	19	1
107	1878	2	1
110	110	1	1
111	111	111	1
114	114	1	1
115	15	15	1
116	116	1	1
117	327	22	1
119	119	119	51
125	14	1	1
126	126	126	1
134	22	22	1
140	895	1	1
141	141	141	1
145	145	145	1
147	147	147	74
150	150	1	1
151	151	54	54
158	29	2	1
159	159	159	1
160	69	1	1
165	165	165	159
168	22	22	1
170	170	170	102
171	171	171	1
172	172	172	74
173	11	1	1
174	2863	1	1
178	178	178	1
179	179	179	1
180	180	180	1
187	187	187	1
188	19	19	1
191	191	191	174
194	194	43	1
196	196	196	1
197	197	197	1
199	199	199	1
202	202	1	110
204	204	204	1
207	207	207	1
208	731	102	102
210	210	210	1
211	211	211	141
212	212	212	211
213	213	213	1
217	217	217	1
218	218	28	1
221	221	221	1
222	222	222	179
227	227	227	1
230	230	230	188
234	234	234	1
238	1774	1	1
250	116	1	1
255	255	255	238
256	33	33	1
257	257	257	168
258	258	258	1
260	260	260	178
267	267	267	227
268	268	268	1
273	43	43	268
277	277	277	1
278	12	12	1
280	280	1	1
282	282	282	1
283	283	283	1
285	285	285	168
286	14	1	1
289	289	289	151
292	292	292	1
293	293	22	1
294	294	294	1
296	296	19	1
299	14	1	1
302	302	302	1
303	303	142	1
305	18	18	1
306	5863	1	1
315	511	12	51
319	132	132	1
321	321	321	1
325	19	19	204
326	326	326	45
327	327	22	257
332	332	332	325
333	333	333	1
334	334	334	1
337	337	337	1
338	338	338	1
343	2447	43	273
347	347	1	234
349	471	1	147
351	351	12	278
352	352	352	315
353	35	2	1
357	357	1	114
361	361	361	1
362	362	362	1
364	14	1	299
366	366	366	173
368	27	1	1
369	369	369	292
370	370	370	1
372	372	372	1
374	374	374	1
376	99	1	1
378	378	378	1
380	380	380	1
381	381	54	213
385	385	385	372
387	14	1	238
390	390	390	1
393	393	393	260
395	395	395	1
398	398	398	285
401	401	15	1
403	403	1	238
405	405	405	1
415	415	415	1
416	416	416	1
417	417	417	1
421	421	421	1
422	422	422	1
424	424	12	1
425	425	425	1
427	427	427	1
439	439	439	1
440	9	9	9
443	443	443	1
444	444	444	1
445	100	100	1
446	14	1	1
447	447	102	208
448	448	448	268
449	449	449	1
450	450	450	1
452	14	1	222
453	453	453	1
454	454	25	1
456	3414	1	294
463	463	463	393
465	15	15	372
466	466	466	1
468	153	153	370
470	470	470	1
471	11	1	1
472	472	472	1
474	985	54	213
475	475	475	289
481	12	12	1
483	483	483	403
485	485	43	380
487	1735	307	425
490	490	459	1
491	491	491	1
492	492	492	1
494	3414	1	68
495	495	495	390
496	496	496	1
497	143	143	1
499	499	499	1
507	27	1	1
508	14	1	89
510	510	510	280
511	511	12	1
512	22	22	1
513	513	513	212
516	516	516	1
518	518	518	211
519	519	54	1
522	522	522	54
525	525	525	1
527	527	527	1
529	59	59	1
533	132	132	1
538	15	15	1
540	540	540	1
543	33	33	1
545	545	545	443
547	547	547	497
549	549	1	540
552	552	552	522
554	554	185	1
557	282	282	282
558	558	15	1
560	2645	1	1
563	563	563	519
564	564	564	475
565	565	565	1
566	560	1	1
567	567	567	452
568	153	153	292
569	569	569	491
570	1	1	1
571	571	279	1
574	574	574	1
575	575	575	445
576	576	576	1
580	580	580	1
582	582	582	1
587	116	1	549
588	45	45	45
589	589	70	393
590	14	1	1
593	593	593	293
594	594	594	571
597	597	597	1
601	601	601	116
604	7	1	74
605	43	43	343
608	2498	1	1
610	610	2	1
611	611	611	150
613	613	613	1
616	616	616	1
617	617	617	1
618	618	618	1
621	621	621	538
622	622	1	1
626	626	626	159
628	628	628	1
629	282	282	557
630	630	630	333
631	631	631	1
632	511	12	481
635	635	635	1
636	35	2	1
638	638	22	111
641	641	257	257
642	642	1	1
643	643	643	217
644	644	644	1
647	647	647	1
650	407	59	1
654	18	18	647
655	655	655	114
656	656	656	1
657	657	657	571
658	658	658	552
659	1826	15	1
664	664	664	499
668	668	668	1
669	1	1	255
673	22	22	593
685	43	43	194
687	687	687	558
690	690	690	321
691	691	691	1
696	696	696	574
697	43	43	194
703	703	22	1
704	704	704	1
705	5904	1	642
707	22	22	134
708	235	235	1
709	116	1	601
713	632	12	1
715	715	715	1
717	452	1	368
718	718	718	321
720	142	142	1
723	723	723	1
725	725	725	613
726	285	285	398
727	727	727	1
729	729	729	443
732	732	732	630
734	384	384	1
737	1	1	1
738	738	738	1
741	741	1	286
742	354	15	1
744	14	1	1
745	2799	59	59
748	748	748	604
752	752	752	1
754	754	754	1
756	756	756	289
760	760	760	115
761	27	1	1
766	766	1	717
767	767	419	1
770	770	770	1
771	771	771	1
773	773	773	199
777	777	777	1
778	778	778	566
782	782	221	221
783	783	783	1
785	785	464	1
786	786	786	1
789	145	145	145
790	790	790	644
792	54	54	1
794	794	54	522
796	22	22	673
797	568	153	369
798	3151	1	116
799	799	799	1
800	800	800	116
801	801	801	1
809	100	100	575
812	812	384	1
813	813	25	1
818	818	818	1
820	820	820	481
821	821	821	117
822	54	54	1
825	6116	142	720
826	1423	54	792
829	829	829	732
834	834	834	1
835	835	835	321
836	836	836	1
839	1	1	387
840	840	840	468
841	841	841	726
842	15	15	165
844	104	104	443
848	848	848	1
850	850	54	658
852	852	15	1
855	204	204	204
856	856	856	1
858	858	858	1
859	859	19	374
860	59	59	422
863	741	1	403
864	864	864	1
865	865	865	798
867	867	867	452
869	869	100	580
870	870	2	1
873	873	1	1
876	876	876	171
877	1263	100	580
878	878	878	608
881	22	22	707
882	882	12	424
885	54	54	822
889	889	1	449
891	891	891	45
893	141	141	141
895	895	1	1
898	268	43	799
899	899	1	1
904	904	904	850
905	18	18	1
907	70	70	589
908	908	908	1
909	909	909	778
910	910	556	1
912	459	459	490
914	914	914	856
915	915	915	1
916	916	916	260
918	918	918	1
920	101	101	1
921	921	384	812
927	927	87	1
928	1	1	1
929	929	22	1
931	43	43	1
934	934	934	1
938	1	1	446
940	89	89	89
942	942	942	1
945	945	101	1
947	947	947	742
949	949	949	1
953	11	1	1
956	12	12	278
957	957	957	1
958	132	132	533
959	959	959	1
960	960	960	1
970	970	970	449
971	971	971	818
972	204	204	855
973	407	59	1
974	974	593	593
975	975	975	1
978	520	520	1
982	1	1	839
983	983	983	283
985	3803	54	519
988	988	988	107
989	194	43	343
991	87	87	1
992	992	992	1
994	994	994	647
995	995	19	188
996	996	996	378
997	997	997	490
1000	1000	1000	1
1001	1001	143	1
1003	1003	1003	1
1004	27	1	456
1005	1005	1005	1
1006	1006	1006	529
1007	1007	1007	487
1011	1011	1011	1
1012	1867	45	1
1013	1013	1013	68
1015	18	18	1
1016	1016	1016	1
1018	1018	54	850
1019	1019	1019	934
1021	95	2	1
1022	1022	1022	873
1024	12	12	119
1025	1025	1025	516
1028	1028	1028	1
1031	1031	1031	893
1032	1032	1032	732
1033	1033	1033	1
1037	1250	1	1
1038	1038	1038	1
1039	1039	1039	1
1040	1040	1040	1
1043	54	54	985
1044	14	1	715
1045	35	2	1021
1046	14	1	644
1047	1047	1	456
1054	14	1	1032
1055	1055	564	564
1056	15	15	1
1057	12	12	1
1058	1058	1058	1
1059	14	1	914
1061	1061	22	1
1062	1062	1062	1
1063	73	73	1
1064	1064	1064	390
1065	1065	1065	1
1068	1068	1068	1
1069	15	15	1
1070	15	15	1
1071	1071	1071	1
1072	1072	1072	1057
1074	1074	1074	421
1075	3938	1	587
1078	1078	1078	773
1079	54	54	519
1083	1083	1083	1059
1084	35	2	1
1086	1086	1086	208
1092	1092	1092	738
1093	1093	1093	1
1096	43	43	1
1100	1100	1100	988
1104	15	15	385
1105	1105	1105	1
1116	14	1	299
1117	1117	1117	1
1119	1119	715	715
1120	15	15	1
1123	1123	1123	1
1124	1124	1124	1068
1126	1126	1126	1
1127	1127	1127	1015
1130	1130	15	1
1131	452	1	691
1135	93	63	525
1136	1136	1136	1
1137	14	1	1032
1143	677	677	1039
1145	188	19	1
1147	1085	1	798
1148	1148	1148	1
1152	296	19	1
1156	740	740	1
1158	1	1	1
1159	1159	1159	738
1160	6116	142	1
1162	1162	1	1
1163	1163	1163	1119
1165	101	101	390
1168	1168	1168	973
1169	3955	12	713
1170	1170	1170	362
1172	1172	282	629
1173	69	1	160
1174	1174	1174	801
1178	1178	1178	529
1179	14	1	196
1182	1182	1182	1
1184	1184	1184	1012
1185	1185	1	1
1187	1073	1073	1
1189	1189	1189	881
1193	677	677	1
1196	1196	1196	1
1198	25	25	813
1201	542	384	734
1202	1202	489	1
1209	1209	142	303
1211	1211	1211	439
1216	35	2	1
1220	1220	1220	552
1222	1222	1222	1031
1223	1223	1223	1
1224	1224	1224	405
1225	15	15	1069
1228	1228	1228	1086
1230	813	25	1
1233	1233	1233	1
1237	4458	33	33
1242	1242	43	1
1243	1243	1243	1
1245	1245	1245	1
1247	1247	1247	907
1248	1248	1248	427
1250	2645	1	1
1252	1252	473	1
1254	199	199	199
1255	1255	1255	1
1257	7	1	96
1259	22	22	1
1261	1261	1261	1
1266	421	421	1
1269	1269	1269	1
1270	3	1	1
1271	2339	2	1
1272	1272	1272	1
1281	1072	1072	1072
1283	132	132	1
1284	1284	1	1
1285	1285	1285	1
1286	1	1	1
1287	25	25	813
1288	1288	1288	771
1289	1289	1289	403
1290	1073	1073	1
1293	985	54	834
1295	1295	1295	1
1296	163	163	1
1299	1299	1299	1117
1300	1300	141	1
1301	27	1	1
1302	22	22	1
1304	27	1	597
1305	27	1	928
1308	18	18	1015
1309	54	54	792
1310	416	416	416
1311	1293	54	658
1312	1312	1	1
1315	10057	427	427
1316	35	2	975
1317	848	100	848
1318	593	593	974
1320	1320	1320	1093
1321	1321	19	1
1324	1324	1	1
1325	1325	2	1021
1327	12	12	511
1332	1332	1332	1
1333	1333	102	102
1335	14	1	909
1336	1336	1336	1063
1337	1337	1337	697
1338	14	1	1
1342	647	647	994
1343	1213	1213	1
1344	1344	1344	638
1346	54	54	985
1347	89	89	89
1351	1351	33	1
1354	1354	1354	1315
1355	1355	334	1
1356	27	1	644
1360	1360	1360	1304
1363	18	18	905
1364	1364	1364	1
1365	1365	677	1
1371	488	488	1
1373	1373	277	1
1374	1374	1374	1
1376	1376	1376	934
1377	22	22	673
1378	1378	1378	199
1379	14	1	928
1381	1381	1381	1
1382	1382	1382	1
1385	1385	1385	1
1386	1386	1386	794
1387	401	15	1
1388	1388	141	1222
1389	1389	1389	1
1391	1391	1391	1346
1392	1392	15	1069
1393	1393	1	1
1395	1395	1395	708
1400	35	2	1011
1402	1402	1402	973
1405	1405	1405	1327
1406	25	25	1198
1407	1407	1407	1
1408	761	1	566
1411	1118	1118	1
1414	1414	1414	208
1415	1415	1415	1386
1416	29	2	636
1418	1	1	1
1420	1420	1420	1
1422	1422	1422	1
1423	1423	1423	792
1426	3151	1	1
1427	194	43	1
1428	1428	1	1
1429	279	279	1182
1431	27	1	1
1433	1433	1433	1310
1436	1436	70	1269
1439	1439	1439	1
1440	1440	1440	1
1442	35	2	1400
1443	1443	1443	1
1444	1444	1	1
1445	1445	1445	540
1447	1447	1447	1
1452	1452	1452	1
1455	1	1	982
1459	9	9	1
1461	1461	70	1
1464	1464	1464	1
1468	35	2	818
1473	4774	100	1
1476	1476	1476	783
1477	1477	1477	1
1483	1483	1483	1
1484	27	1	1286
1486	18	18	1363
1487	4609	1223	1223
1488	1210	272	1
1490	22	22	1
1492	1492	1492	741
1495	27	1	466
1496	22	22	491
1501	1501	1501	921
1502	1502	18	1
1503	1503	12	632
1504	900	900	1
1505	93	63	1
1506	197	197	197
1508	1508	1508	818
1509	1509	1509	1
1512	2504	740	1
1514	1514	1514	494
1515	1515	1515	547
1519	1519	19	405
1520	1520	1520	685
1521	1521	153	840
1522	1522	1522	1324
1526	1526	1526	1
1531	1531	1531	1187
1532	14	1	1455
1533	116	1	1
1534	43	43	685
1535	1535	1535	1
1536	1536	19	188
1540	1540	19	1
1541	143	143	1
1543	1543	1543	512
1545	1545	1545	1
1547	471	1	1
1548	142	142	1
1549	1549	9	1
1550	1550	1550	116
1551	1551	59	745
1553	269	269	1
1554	591	1	1
1556	27	1	741
1558	22	22	1377
1560	837	837	1
1561	22	22	703
1562	351	12	1
