PID	PGID	SID	PPID
1	1	1	0
4	4	4	1
10	10	1	1
11	11	11	1
12	12	12	1
20	20	20	1
21	21	21	1
22	22	22	21
24	24	24	1
25	25	25	22
26	26	26	1
28	28	28	26
30	30	30	1
35	35	35	11
36	11	11	11
38	38	38	1
41	41	41	36
59	59	7	1
60	60	60	1
63	63	63	1
64	64	64	22
65	65	65	1
73	73	73	1
74	74	74	1
80	1946	1	25
83	83	83	20
84	13	13	63
86	86	86	1
87	87	87	1
90	90	90	11
91	91	91	20
92	92	1	83
101	101	1	1
105	11	11	11
106	106	106	1
109	109	109	1
111	111	111	1
114	114	114	1
115	115	115	60
117	117	117	1
128	128	128	1
129	13	13	63
137	137	137	10
140	140	140	1
143	143	11	11
145	145	145	1
152	152	7	1
154	154	154	1
157	157	157	1
158	1	1	1
159	159	159	1
160	160	160	60
161	161	11	1
163	120	1	12
164	164	164	60
165	165	165	1
168	1217	116	1
169	13	13	84
170	1	1	1
172	172	172	30
176	176	11	1
177	1	1	1
178	178	178	1
179	179	179	1
181	181	181	87
183	183	183	41
188	188	188	1
192	192	192	1
194	1	1	160
197	197	11	1
198	198	198	172
199	199	199	161
201	1719	1	111
202	202	202	1
205	205	1	145
207	97	97	1
208	208	208	1
210	210	210	1
216	216	11	1
217	217	217	1
218	218	218	1
220	13	13	1
221	28	28	28
222	222	1	64
223	223	223	1
227	227	7	1
229	229	229	1
232	232	232	210
233	233	233	1
238	1	1	1
239	239	73	73
242	242	242	1
243	340	11	216
246	246	246	1
247	13	13	129
248	248	7	1
249	249	58	1
250	250	250	1
252	252	252	1
255	255	1	192
256	1	1	1
260	260	260	1
261	261	261	92
262	7	7	1
266	266	1	1
271	534	7	262
274	28	28	1
277	277	277	63
281	281	281	1
283	283	283	266
284	284	284	1
287	287	118	1
288	30	30	30
289	289	126	1
292	292	292	210
297	11	11	1
304	304	304	181
305	305	305	281
306	306	28	274
307	28	28	306
310	98	1	1
311	276	124	1
313	176	11	1
314	340	11	36
317	317	317	1
318	11	11	1
319	319	319	318
323	323	323	1
329	329	329	250
332	13	13	129
333	333	333	1
334	88	88	1
335	335	335	1
336	7	7	1
337	2955	7	305
338	338	338	1
341	341	341	12
343	343	11	260
346	346	346	172
348	348	1	1
349	349	349	1
350	340	11	87
351	13	13	63
352	352	352	1
353	1	1	158
357	13	13	129
359	359	359	1
362	13	13	1
363	363	363	38
368	368	368	24
371	371	1	1
373	373	373	239
374	374	374	216
375	375	13	63
376	376	376	368
377	1546	11	242
378	378	378	1
379	379	379	1
380	205	1	12
382	124	124	157
390	390	1	164
392	392	392	1
395	395	395	1
396	154	154	154
398	398	398	283
399	399	399	341
402	23	1	398
403	403	4	1
404	28	28	1
408	408	408	336
414	414	28	1
415	415	415	1
416	416	416	178
417	417	417	1
418	418	418	247
419	419	419	1
420	7	7	262
422	11	11	297
424	424	424	292
425	253	253	1
426	426	426	379
428	1	1	1
429	159	159	159
431	431	1	380
432	432	432	128
433	591	11	223
435	435	435	363
436	83	1	1
437	437	7	1
438	438	438	210
440	186	55	1
442	13	13	63
445	445	445	333
446	446	446	117
450	450	450	1
451	451	451	65
452	205	1	205
454	454	454	1
455	455	455	1
456	456	456	1
457	457	457	337
460	460	460	271
462	462	462	1
463	23	1	266
464	464	464	1
467	534	7	337
468	1	1	117
471	23	1	283
476	28	28	221
477	144	7	1
478	7	7	1
479	147	7	426
480	480	480	1
481	98	1	480
483	7	7	477
486	486	486	463
487	487	487	392
488	488	1	158
490	1	1	1
491	491	491	396
493	493	13	1
497	497	497	1
498	498	30	1
502	502	502	1
504	504	7	420
506	28	28	414
507	507	507	352
508	2323	74	74
510	510	510	1
512	512	277	277
513	513	1	490
514	98	1	1
515	515	515	338
518	352	352	507
520	520	520	1
521	521	521	1
522	522	522	1
523	88	88	1
524	524	1	194
525	525	525	1
527	1	1	419
528	528	528	1
529	529	529	1
532	532	532	332
534	534	534	109
537	537	537	1
540	54	1	1
542	7	7	1
543	7	7	271
550	550	550	1
551	1	1	1
552	552	552	277
553	553	553	1
555	159	159	159
556	556	1	1
558	72	7	1
560	74	74	508
565	150	30	288
566	462	462	462
567	1143	7	464
568	205	1	452
570	570	570	232
571	281	7	521
572	572	572	1
575	575	74	560
576	576	576	1
577	577	577	490
579	1888	11	176
581	581	581	497
587	655	47	1
593	593	593	1
595	23	1	468
596	596	596	1
597	597	293	1
599	599	599	1
602	1254	124	1
603	603	603	243
605	1	1	83
607	607	607	471
608	608	608	26
609	609	609	172
610	5	5	210
612	612	612	1
613	613	613	12
616	616	616	1
618	11	11	1
621	1	1	572
622	622	88	1
624	624	5	610
627	98	1	529
628	628	68	1
630	11	11	599
631	631	631	1
635	11	11	313
636	11	11	1
637	637	637	478
638	32	32	1
639	639	639	348
644	644	644	223
647	647	647	1
650	650	650	513
655	655	47	1
660	660	660	513
662	124	124	1
663	11	11	297
664	134	1	513
665	7	7	114
666	666	159	429
667	667	667	1
669	145	145	145
670	670	32	638
672	454	454	454
673	673	124	662
674	11	11	599
675	675	675	274
676	1	1	1
678	678	678	490
681	681	681	417
683	683	73	73
684	98	1	1
685	685	685	467
688	688	154	491
689	11	11	314
690	690	137	137
694	694	694	64
695	1	1	341
698	434	434	1
700	700	700	1
701	147	7	479
702	702	159	429
703	703	703	305
705	705	705	609
706	1710	7	553
707	150	30	498
708	708	708	690
709	673	124	311
711	13	13	1
714	714	714	1
716	716	716	1
717	717	717	1
722	722	1	1
724	362	13	362
725	725	725	382
729	268	268	1
730	730	730	1
731	144	7	1
732	270	11	616
737	1	1	639
738	1462	38	38
743	743	743	737
744	23	1	205
745	745	1	205
746	147	7	479
747	68	68	700
751	751	751	1
753	753	753	1
756	756	756	352
757	319	319	319
758	591	11	1
759	759	417	417
760	1	1	192
761	761	761	242
763	613	613	613
764	18	1	1
766	766	766	737
767	767	97	1
768	768	768	161
775	26	26	608
778	778	778	520
779	454	454	454
780	381	381	1
781	781	781	418
784	47	47	587
786	786	7	1
787	787	1	250
789	789	789	220
790	790	790	1
791	1591	1	524
793	793	793	763
796	796	796	1
797	797	159	429
802	802	802	724
807	807	807	743
809	809	809	587
811	11	11	350
813	64	64	64
815	2500	223	223
816	816	816	199
818	176	11	751
820	364	364	1
823	592	592	1
824	159	159	1
825	825	825	1
826	826	1	256
827	827	827	1
829	829	550	1
830	830	830	811
831	13	13	1
832	832	1	722
833	833	833	1
834	88	88	334
835	835	835	1
837	11	11	197
838	838	838	1
839	381	381	1
840	840	840	534
842	842	842	1
843	411	67	1
844	844	844	1
845	845	7	1
846	846	846	117
848	848	848	832
850	850	11	1
853	853	853	1
854	854	7	1
855	348	1	1
858	13	13	493
859	722	1	158
860	860	860	717
861	371	1	1
862	862	862	1
864	107	107	1
865	11	11	1
866	866	866	823
867	867	867	460
871	871	871	12
872	872	872	1
873	30	30	565
874	874	7	1
875	252	55	252
876	876	876	202
877	18	1	1
878	133	7	378
880	74	74	560
881	881	881	1
883	7	7	1
884	5	5	570
886	26	26	775
889	889	889	487
890	1	1	170
891	891	1	825
894	894	715	1
895	1	1	676
897	150	30	565
898	1254	124	662
899	899	899	445
901	68	68	1
902	23	1	341
904	74	74	880
905	54	1	556
906	906	253	1
907	11	11	313
909	909	909	829
913	913	7	1
914	1325	7	487
916	916	1	1
919	1	1	525
923	7	7	1
924	715	715	1
925	98	1	1
926	172	172	705
927	7	7	1
928	928	928	1
931	931	931	111
934	934	934	158
935	486	486	486
936	88	88	834
937	937	937	504
941	73	73	73
942	942	942	1
943	943	1	402
945	945	945	916
948	948	948	380
949	949	949	1
950	950	950	490
952	1860	7	1
953	953	953	768
954	124	124	662
955	955	955	650
957	134	1	1
958	417	417	681
959	959	603	603
961	150	30	498
963	7	7	952
964	134	1	744
965	965	965	660
967	967	967	1
971	971	971	1
972	972	972	1
973	973	1	471
974	381	381	1
975	975	975	1
976	976	7	845
977	977	977	1
978	612	29	612
981	7	7	543
983	1	1	826
986	7	7	1
987	72	7	1
991	417	417	958
994	994	994	284
996	996	996	603
997	145	145	145
998	998	998	1
999	1	1	1
1004	1004	1004	967
1005	23	1	1
1007	11	11	1
1008	1008	1008	337
1014	7	7	1
1016	1016	1016	1
1017	1017	1017	1
1020	859	1	973
1021	5	5	1
1023	2176	7	1
1024	1024	1024	787
1026	1026	1026	1
1027	1027	1027	907
1028	206	206	1
1029	1029	1	514
1030	7	7	986
1031	1031	1031	1
1032	1032	1032	895
1033	591	11	818
1036	3082	13	1
1039	5	5	438
1040	3082	13	858
1041	1041	1041	168
1043	1	1	972
1045	1045	1045	277
1046	98	1	310
1047	1047	1047	936
1048	99	1	684
1049	1049	1049	220
1052	7	7	1
1054	1054	37	1
1056	1056	1056	815
1057	1057	1057	1
1058	97	97	1
1059	1059	1059	455
1060	1060	1060	537
1062	1062	1062	560
1063	68	68	1060
1065	7	7	845
1066	1066	1066	664
1067	1067	1067	252
1068	7	7	1
1069	1069	1069	842
1071	11	11	761
1072	1072	1072	445
1073	88	88	936
1074	1171	7	867
1075	1075	1075	1
1077	1077	1077	1
1079	1079	137	137
1080	482	7	114
1081	37	37	1054
1082	1082	1082	963
1083	362	13	802
1085	1085	1085	445
1088	7	7	262
1092	1092	1092	1
1093	1093	304	304
1094	98	1	973
1095	1095	1095	934
1097	7	7	1
1099	1099	192	192
1100	371	1	1
1102	1102	1102	1
1103	650	1	1
1104	192	192	192
1106	7	7	845
1108	281	7	1
1109	1109	1109	1
1110	1110	1110	556
1111	276	124	1
1112	276	124	1
1113	1113	1113	1
1115	1115	1115	763
1119	1119	1	1
1120	97	97	1
1121	1121	1121	1
1123	1123	1123	1
1124	23	1	524
1126	1126	1126	333
1127	1127	1127	880
1128	134	1	678
1129	1129	1129	477
1131	18	1	948
1133	1133	1133	1
1134	1134	38	949
1135	1135	1135	359
1137	5	5	1
1138	1138	1138	422
1141	1141	1141	890
1142	74	74	880
1143	1143	7	1023
1144	1144	1144	613
1145	1	1	1128
1146	1146	1146	438
1147	153	116	1
1148	1148	1148	1008
1150	1150	1150	520
1151	1151	30	1
1152	18	1	1
1153	1153	1153	207
1154	1154	1	1141
1155	1155	1155	1
1156	1156	1156	1141
1157	2574	1	1
1158	532	532	532
1159	1159	1159	4
1160	1160	1160	137
1162	11	11	1138
1163	450	450	450
1164	1164	109	109
1165	7	7	1
1166	11	11	1162
1168	1168	1168	1
1169	1169	1169	537
1171	1171	7	152
1172	13	13	1
1173	1173	1	1
1176	1176	1176	87
1179	11	11	1
1180	809	809	1
1183	1183	67	1
1188	72	7	558
1190	1190	613	613
1191	393	88	1
1192	1192	1192	886
1193	470	470	1
1194	644	644	644
1197	1043	1	1
1199	2574	1	1
1200	1200	1200	579
1201	550	550	550
1203	1203	1203	954
1205	117	1	1
1208	1208	1208	363
1209	455	455	1059
1210	18	1	431
1211	550	550	1
1213	809	809	809
1216	1216	1216	92
1218	1218	1218	1
1223	277	277	1045
1224	1224	1224	1
1225	1225	1225	1
1226	1226	1226	1
1227	1	1	1
1229	28	28	307
1230	11	11	1
1231	5	5	1
1233	1233	47	784
1234	1234	223	1
1235	260	260	260
1237	417	417	681
1238	97	97	1
1239	722	1	722
1240	268	268	1
1241	172	172	172
1242	1242	1	1
1243	1243	1	1109
1245	1245	1245	1
1247	1247	127	1
1250	11	11	422
1252	1252	58	249
1254	1254	124	1
1255	11	11	1
1257	1257	330	1
1258	305	305	305
1260	1260	1260	1
1261	1261	11	818
1263	1263	1	10
1264	28	28	476
1266	1266	1266	1233
1268	1268	1268	1
1271	37	37	1081
1272	206	206	1
1274	301	301	1268
1278	5	5	438
1281	29	29	612
1282	1282	1	1
1285	1	1	842
1287	690	137	137
1289	582	582	1
1290	1290	1290	678
1291	1	1	1
1293	1293	1293	1031
1294	2226	7	1
1295	1295	399	790
1296	1296	1296	1
1297	1297	1297	906
1298	1298	1298	1099
1299	7	7	1
1300	1300	1300	767
1301	1301	1	895
1302	470	470	1
1303	1303	1303	165
1304	399	399	1
1305	156	156	1
1306	72	7	1
1307	109	109	1164
1308	1308	154	396
1309	1309	1309	1
1311	1311	1311	824
1313	1313	74	575
1315	697	697	1
1316	1316	7	1008
1317	1317	1317	1
1319	7	7	1
1321	544	544	1
1322	1322	1322	1
1323	1323	1323	839
1324	1324	1324	593
1325	7	7	1
1327	1327	1327	859
1329	1329	4	1
1332	1332	1332	246
1333	1333	1333	1108
1334	23	1	1
1335	1335	1335	318
1336	97	97	1120
1338	106	106	1121
1340	1340	1340	451
1342	1342	1342	1164
1343	1343	1343	975
1344	27	1	1
1346	319	319	757
1347	7	7	637
1348	1348	5	1
1350	623	623	1
1352	1352	1352	1094
1354	1354	1354	797
1358	371	1	514
1359	97	97	1153
1360	1360	1360	143
1361	1361	1361	378
1363	1363	30	1
1364	728	576	1
1365	1365	1365	1
1368	68	68	1
1370	18	1	1
1371	450	450	450
1376	1376	1376	1
1378	1	1	1301
1379	717	717	717
1380	1380	944	1
1381	1	1	983
1382	1061	1061	1
1383	7	7	1
1385	1385	1385	1112
1387	118	118	1
1390	1049	1049	1
1391	1391	124	725
1392	1392	1392	1165
1395	1395	29	1
1396	1396	1396	1
1397	1397	1397	1321
1400	1400	1400	855
1404	1404	1404	1
1405	1405	1405	1
1406	1406	1406	1193
1407	281	281	281
1408	1408	1408	1
1409	277	277	512
