PID	PGID	SID	PPID
1	1	1	0
3	1	1	1
7	7	7	1
9	9	9	1
13	5	5	1
14	14	14	1
16	16	16	1
20	20	20	14
23	23	23	16
28	22	22	1
30	30	30	1
31	6	6	1
32	32	32	1
33	33	33	14
34	34	34	20
38	58	1	1
40	40	40	32
44	44	44	3
47	47	1	1
49	49	49	1
51	51	51	7
52	52	52	1
53	53	53	1
54	54	54	32
57	57	57	1
60	60	60	44
62	62	62	1
64	64	64	1
66	66	66	57
67	67	67	20
68	68	68	1
77	77	77	9
85	85	85	1
86	86	86	47
90	6	6	1
93	93	93	40
94	94	16	16
98	1	1	93
99	99	99	1
100	100	100	38
101	1	1	1
102	102	102	31
106	106	106	1
107	107	107	1
109	109	5	1
111	111	1	106
112	112	112	1
113	113	113	49
116	116	116	68
118	8	8	1
119	1838	1	40
121	6	6	57
122	122	122	101
124	124	124	1
126	1	1	62
127	1	1	1
128	128	128	51
130	130	130	1
131	131	131	1
134	134	134	122
135	81	81	1
138	138	138	1
139	139	139	1
140	140	140	98
142	142	142	1
143	143	143	34
146	146	81	135
147	147	147	52
151	1	1	1
152	152	152	143
157	157	157	109
158	158	113	113
161	22	22	1
165	165	165	151
166	58	1	134
168	168	168	1
169	1	1	1
170	170	170	107
173	6	6	130
176	7	1	68
178	178	178	1
181	181	181	1
184	184	184	1
186	663	1	38
190	190	190	1
191	6	6	1
192	58	1	127
194	194	194	173
199	199	199	1
201	201	201	99
203	203	203	1
204	204	204	1
206	206	206	1
207	207	85	85
210	210	22	161
214	214	73	1
216	928	1	52
218	218	218	158
220	220	220	52
221	221	221	1
223	223	223	1
228	1	1	1
232	232	232	1
233	233	233	1
239	239	75	1
246	246	246	146
248	248	248	1
251	10	1	1
252	252	252	192
256	256	256	66
257	1433	6	206
266	10	1	1
267	267	1	44
269	269	269	51
270	270	270	7
272	272	272	130
278	278	278	239
279	279	279	1
283	283	283	181
284	284	284	283
286	5	5	13
287	287	1	1
289	289	289	1
291	291	291	1
292	49	49	49
293	22	22	1
297	297	297	143
298	298	298	1
301	301	1	1
303	303	303	1
304	304	304	1
305	305	305	272
306	81	81	199
