PID	PGID	SID	PPID
1	1	1	0
11	11	11	1
18	18	18	1
30	30	30	1
31	31	31	1
34	34	34	1
36	36	36	1
37	37	37	1
39	39	39	36
44	1	1	1
48	1	1	1
51	51	51	18
53	53	53	1
55	738	1	30
58	58	1	1
59	59	59	1
60	60	60	1
61	61	61	51
62	62	62	61
64	64	64	1
67	67	67	1
68	68	68	1
73	73	73	1
76	76	76	1
77	77	1	64
79	79	79	31
81	81	81	59
83	83	83	1
84	84	84	1
85	85	85	1
86	86	86	60
89	1	1	1
100	100	1	55
101	16	1	1
104	104	104	1
106	1965	1	1
108	108	108	44
109	109	1	31
111	111	111	1
118	118	118	89
125	125	125	1
126	1023	1	1
141	1153	1	86
144	144	144	1
146	146	1	83
154	1602	1	64
157	12	12	1
158	158	1	73
159	45	45	1
160	160	160	1
161	1042	111	1
162	162	162	1
164	9	9	1
165	165	165	109
172	172	172	1
174	174	1	1
177	177	177	37
181	181	181	1
187	9863	1	1
188	9	9	104
190	190	190	1
191	191	1	154
193	193	193	39
194	194	194	62
196	196	196	1
197	197	18	125
199	199	199	1
206	206	206	1
209	209	209	79
211	211	211	109
212	212	1	1
220	5	5	1
224	224	14	1
228	50	1	1
229	1	1	67
233	233	233	1
234	9	9	1
235	1	1	1
238	238	238	157
239	16	1	1
241	241	241	1
243	243	243	126
248	248	248	174
249	249	61	1
250	250	250	1
252	13	13	34
253	573	1	1
254	254	254	1
256	256	256	1
259	259	259	1
262	16	1	1
266	266	266	158
267	267	142	1
269	192	18	197
271	271	271	141
272	272	272	89
275	490	64	64
276	276	276	177
281	881	1	1
283	283	283	1
284	284	284	157
286	286	108	108
287	1	1	1
294	294	1	1
296	296	296	1
298	298	298	85
302	1	1	228
303	303	303	1
306	306	306	253
312	312	312	1
313	50	1	1
314	314	1	1
315	315	315	165
318	47	47	1
320	1	1	79
322	322	322	271
325	325	325	1
326	326	326	83
329	329	80	1
330	330	1	1
333	333	64	275
334	1065	1	1
335	335	335	333
336	336	336	30
337	337	337	1
338	338	338	1
339	339	339	1
341	341	341	1
346	346	346	157
348	348	1	79
355	355	1	190
357	18	18	1
360	360	360	30
363	363	363	256
366	1	1	118
367	367	367	1
370	370	370	53
371	371	371	1
373	373	373	1
377	377	1	1
378	177	177	177
379	379	379	1
380	1	1	1
381	381	381	1
386	1783	1	1
388	388	1	281
390	390	390	1
394	394	12	379
395	698	62	62
401	401	401	39
402	9	9	104
404	404	404	302
409	122	122	312
411	411	411	1
412	60	1	1
414	414	414	1
418	418	418	1
420	420	420	1
423	1	1	1
424	16	1	248
425	425	425	1
426	426	344	1
433	433	433	1
437	3	1	31
438	1	1	89
443	443	9	39
446	446	446	1
447	447	447	437
448	448	448	1
450	5	5	1
452	2906	80	1
453	453	1	1
455	455	455	448
459	459	459	1
460	460	460	1
463	1	1	154
464	299	299	1
465	1	1	1
467	467	5	450
476	476	476	1
477	1	1	1
482	482	482	1
486	2701	1	181
488	86	86	86
490	490	64	64
494	494	494	388
495	495	1	377
496	496	496	1
498	498	498	477
499	499	499	68
504	9	9	234
505	50	1	48
507	1	1	31
512	512	512	1
513	513	513	302
514	1	1	1
517	417	142	1
520	520	520	1
524	524	524	490
527	527	527	1
528	528	528	334
529	529	529	1
532	13	13	1
542	542	1	89
543	543	1	106
546	546	1	438
550	550	550	199
551	14	14	1
552	552	552	341
553	75	75	371
555	555	555	1
556	556	556	303
557	5903	142	1
558	558	558	1
560	560	560	193
561	2356	9	1
563	563	563	234
569	569	569	318
571	571	571	1
573	573	1	1
575	575	12	196
576	576	80	1
577	632	111	1
582	16	1	1
588	588	34	34
594	594	594	1
597	62	62	395
598	598	598	89
599	599	599	514
600	600	600	161
601	601	601	1
604	604	604	452
609	609	609	1
610	610	610	161
611	611	611	341
612	14	14	1
613	613	613	1
614	925	1	377
615	615	615	220
616	616	616	1
619	192	18	1
621	621	621	306
627	627	1	1
629	13	13	1
630	630	630	1
631	631	631	1
634	634	634	1
637	14	14	224
641	641	217	1
642	142	142	517
644	644	644	1
646	646	646	1
650	650	25	1
651	417	142	1
653	653	653	1
654	654	654	1
659	659	659	141
660	660	660	401
661	16	1	414
662	1	1	1
664	1	1	1
665	665	665	455
666	14	14	1
667	16	1	109
669	1	1	1
670	670	670	1
681	681	681	495
685	685	685	1
688	688	688	233
689	689	283	283
690	12	12	1
691	284	12	1
692	692	692	654
694	694	694	1
695	16	1	634
696	696	696	561
698	698	62	395
702	9	9	1
705	705	705	55
706	14	14	1
707	1	1	1
710	710	710	1
711	257	13	1
713	1	1	1
714	490	64	524
715	715	715	1
717	717	717	39
718	718	718	1
720	720	720	1
725	1065	1	1
726	3	1	281
727	727	727	298
730	730	730	1
731	731	731	702
732	192	18	1
733	50	1	1
736	50	1	1
737	737	1	1
739	739	739	276
742	742	742	1
743	5	5	1
745	745	745	320
746	1	1	1
747	747	747	109
752	752	752	100
756	756	756	520
757	112	112	1
760	760	760	318
763	763	763	1
767	767	5	1
768	768	768	312
769	769	769	1
774	175	175	1
777	777	777	488
779	779	779	1
783	783	783	513
786	786	786	659
788	1	1	494
792	792	792	104
794	794	794	1
795	795	795	1
798	798	1	367
800	800	1	455
804	804	12	379
808	808	808	157
810	810	1	1
811	811	811	320
814	814	814	1
815	815	815	1
818	818	818	1
819	30	30	1
822	299	299	1
823	1230	12	241
829	829	829	520
837	837	837	453
838	107	61	1
840	111	111	694
845	845	845	1
848	848	848	338
850	850	850	1
852	78	1	262
854	854	9	731
860	226	9	696
861	861	861	1
863	863	863	1
865	865	865	1
866	199	199	1
867	109	1	1
869	869	1	1
871	415	415	1
874	874	874	234
875	875	36	1
876	876	876	575
877	877	877	1
878	878	878	326
879	879	879	854
881	881	1	681
882	882	882	386
883	883	883	669
884	884	884	1
885	454	454	1
886	886	886	1
888	1981	1	726
889	889	889	411
891	98	98	1
892	892	892	867
893	9	9	1
895	895	895	1
896	554	5	743
897	3469	5	450
898	898	898	747
899	899	899	1
900	491	138	1
901	659	659	659
902	199	199	1
903	903	1	1
907	907	907	283
910	910	910	524
911	460	460	1
912	912	912	715
914	914	177	177
915	915	915	341
916	750	1	1
917	1	1	446
918	918	918	1
921	921	921	1
922	524	524	910
923	202	80	1
924	78	1	76
928	175	175	1
929	14	14	1
931	81	14	459
932	175	175	1
935	12	12	1
937	937	937	1
940	77	1	710
943	943	722	1
944	13	13	1
945	1	1	1
946	946	327	1
950	950	950	318
952	952	952	730
955	955	14	706
956	199	199	1
957	50	1	1
961	961	961	710
968	1	1	726
969	460	460	1
972	5114	9	1
977	977	977	702
979	16	1	921
980	980	980	665
982	111	111	1
983	122	122	1
985	3	1	363
987	330	1	1
988	988	1	1
992	64	64	420
994	994	1	881
995	995	995	53
999	999	999	1
1000	1	1	979
1003	1003	1003	733
1004	1004	14	1
1005	1005	1005	1
1006	1006	1006	1
1013	47	47	318
1014	1014	1014	1
1015	1	1	1
1016	1016	1016	546
1019	1019	1019	165
1023	1023	1023	254
1024	426	344	1
1025	1025	1025	160
1028	1028	1028	1
