PID	PGID	SID	PPID
1	1	1	0
10	10	10	1
12	12	12	1
14	14	14	1
19	19	19	12
25	25	25	1
27	1	1	1
29	29	1	1
34	34	34	1
35	1085	1	1
42	42	42	1
43	43	43	1
46	46	46	1
48	48	48	1
55	55	55	1
59	59	59	1
62	62	1	1
65	65	65	1
66	36	6	1
67	67	67	1
72	72	72	19
74	74	74	1
75	75	75	1
81	81	81	1
82	82	82	72
83	83	83	74
84	6	1	1
92	92	92	1
93	93	93	1
95	348	6	1
96	96	96	82
100	100	100	14
101	101	101	59
102	102	102	92
103	3767	8	1
108	108	108	27
110	110	110	1
112	25	25	25
115	36	6	1
116	116	1	1
118	118	118	95
119	119	119	1
122	122	122	115
126	126	126	1
127	127	127	1
128	348	6	83
132	132	132	1
133	133	133	1
136	136	136	66
138	138	138	118
141	195	1	1
142	142	142	122
143	143	143	42
144	144	144	138
146	146	146	141
148	148	1	1
149	149	149	1
155	155	155	75
158	158	158	1
159	159	159	82
160	160	160	1
165	165	165	119
167	167	167	1
169	169	169	1
170	170	170	155
171	13	13	1
173	173	1	1
178	178	178	1
179	179	179	1
181	181	181	1
184	184	184	1
185	185	185	181
187	187	187	1
191	191	191	1
194	194	33	1
195	195	1	167
198	198	78	126
200	200	200	1
203	36	6	75
206	206	206	14
210	210	210	112
213	213	213	1
217	217	217	1
220	220	220	185
221	116	1	96
226	6	6	138
227	227	227	83
228	228	228	126
230	230	230	1
231	231	231	46
235	235	235	1
238	238	238	1
245	245	98	1
249	1094	54	1
258	258	258	146
261	261	261	1
265	265	265	1
266	266	6	1
268	268	268	228
269	1	1	158
272	272	272	1
274	274	274	1
276	276	276	249
277	277	277	119
278	278	278	1
280	176	54	1
284	284	33	1
285	285	285	48
287	287	287	1
288	36	6	187
292	74	74	1
293	293	1	148
294	294	294	1
295	295	295	1
301	301	301	1
303	303	25	1
313	449	1	1
315	25	25	303
318	318	318	1
322	322	322	1
325	325	325	67
328	328	328	92
331	331	331	293
335	96	1	1
338	338	338	1
339	339	339	1
341	341	341	206
343	343	343	1
346	346	346	303
349	1	1	1
352	352	352	1
353	353	1	1
358	358	358	1
360	360	360	1
361	239	6	1
368	368	368	1
371	25	25	346
372	372	372	1
379	379	1	1
381	381	381	1
388	388	388	141
389	27	1	35
400	400	400	128
402	1	1	1
404	404	404	206
407	2294	25	1
408	671	43	43
409	409	409	1
413	671	43	43
415	415	415	1
419	74	74	74
421	421	421	335
422	174	174	213
428	174	174	1
433	36	6	66
435	435	435	1
446	442	193	1
450	450	450	1
453	453	453	128
454	116	1	1
455	455	129	1
457	457	457	372
460	460	460	160
464	344	1	1
467	467	467	128
469	469	469	1
471	471	471	126
474	474	474	1
476	476	476	1
477	477	477	258
479	109	109	1
481	481	481	46
482	482	482	1
484	36	6	83
487	487	487	1
488	488	488	1
489	489	489	453
490	490	490	1
491	54	54	343
492	492	492	1
494	494	494	1
495	495	495	1
498	250	250	1
499	29	1	1
500	36	6	453
503	122	122	122
508	6	1	133
510	510	88	1
511	511	511	158
512	512	512	1
514	514	6	288
516	516	74	419
518	518	518	65
520	520	520	1
525	525	45	1
526	526	526	1
527	527	527	1
529	529	529	217
531	531	531	1
533	1	1	1
535	535	535	29
538	538	45	1
541	518	518	518
542	542	542	1
545	545	545	1
547	547	547	1
549	549	549	1
550	1890	6	476
555	555	555	1
559	56	6	118
560	560	560	1
561	561	475	1
565	565	565	1
569	569	569	1
570	570	258	1
571	571	571	155
574	574	8	372
576	576	576	1
578	1	1	160
580	580	580	1
582	582	582	1
586	586	586	1
587	6	1	1
588	588	588	1
590	590	590	1
591	591	591	1
593	25	25	1
596	596	19	19
609	609	1	1
610	610	610	580
612	205	1	1
616	616	388	388
617	617	617	490
618	618	618	1
620	620	620	453
621	621	621	1
624	556	430	1
625	36	6	1
626	36	6	1
627	627	627	381
628	628	628	142
630	630	630	226
632	442	193	1
633	633	633	269
634	765	6	490
636	1	1	160
638	638	638	1
639	639	639	27
642	1640	110	1
643	643	643	1
645	258	258	477
647	647	647	266
648	648	648	1
651	651	1	1
652	1	1	492
653	653	653	1
654	654	654	1
655	294	6	230
656	656	656	132
657	36	6	144
665	116	1	1
666	666	666	1
667	667	667	81
669	258	258	258
670	670	670	1
672	239	6	1
673	673	673	1
674	674	6	400
677	677	218	1
678	678	678	1
679	679	679	1
680	680	680	1
681	681	681	616
682	682	682	1
683	683	6	238
684	684	684	203
685	1	1	511
686	686	686	388
687	687	687	1
688	688	688	1
689	689	689	10
693	693	693	1
694	694	694	1
696	212	1	651
697	697	697	1
700	1	1	287
703	703	703	1
705	705	705	1
706	174	174	422
707	707	707	1
711	711	711	1
712	712	712	1
723	723	723	511
726	726	54	1
727	727	282	1
728	494	494	494
729	765	6	1
732	732	732	1
735	735	735	116
736	36	6	1
737	737	737	185
738	738	738	1
739	739	1	206
740	740	740	278
742	742	742	96
744	32	32	1
746	54	54	545
748	748	33	284
749	178	178	178
750	348	6	1
751	751	751	1
753	36	6	729
754	754	1	1
758	29	1	1
760	1	1	217
761	761	761	195
764	129	129	455
769	769	769	1
770	770	770	460
773	773	773	697
774	774	774	703
775	775	775	533
776	776	776	1
777	36	6	1
784	784	784	576
785	282	282	1
786	221	1	221
788	788	788	1
795	278	278	278
797	797	797	1
799	799	799	450
801	801	801	1
805	805	25	1
806	806	806	1
807	392	392	1
809	809	100	100
810	36	6	230
815	284	33	194
816	816	25	1
818	818	818	706
821	195	1	1
823	569	569	569
824	824	824	806
826	826	1	1
827	827	827	349
828	828	828	103
829	36	6	1
831	494	494	494
832	832	832	1
835	132	132	132
836	836	836	788
838	838	838	1
840	840	840	1
841	319	319	618
844	844	844	555
845	1290	74	1
847	212	1	652
853	853	1	59
854	854	854	738
856	856	1	853
857	596	19	596
862	36	6	1
868	868	868	770
869	550	6	1
871	871	871	1
873	6	1	1
874	874	874	827
877	877	6	810
879	879	879	832
883	435	435	435
884	57	1	1
888	236	236	1
889	716	1	1
893	36	6	1
897	897	897	143
898	392	392	1
902	902	902	1
904	904	904	258
905	516	74	845
907	907	1	582
909	52	6	1
910	1	1	1
911	911	911	1
912	912	1	665
914	116	1	1
916	916	6	265
917	917	25	1
919	52	6	1
921	688	25	1
922	109	109	1
923	392	392	1
924	36	6	115
925	925	925	159
926	1565	1	889
931	931	931	1
932	932	932	29
933	258	258	1
935	346	346	1
937	469	469	1
939	312	312	588
942	942	942	29
944	944	944	777
945	945	945	1
946	946	946	1
947	947	947	591
950	25	25	921
952	36	6	810
953	953	22	1
954	12	12	12
956	956	273	694
958	430	430	1
960	27	1	639
961	961	961	586
964	964	1	1
965	965	965	148
966	591	591	947
969	213	213	1
971	36	6	1
972	972	1	926
975	975	975	1
976	976	976	301
977	29	1	1
979	979	979	912
982	982	982	571
983	325	325	325
984	984	984	249
987	987	987	482
988	312	312	1
989	125	78	1
992	12	12	1
993	993	993	711
994	994	994	1
996	74	74	905
998	998	998	1
999	22	22	1
1000	1000	1000	272
1001	1001	1001	1
1002	1002	1002	1
1004	125	78	198
1006	1006	45	549
1007	1007	1007	758
1009	1009	1009	1
1010	282	282	727
1015	1015	1015	1
1017	36	6	1
1021	54	54	343
1023	1023	43	413
1025	44	44	495
1027	1027	1027	873
1028	1028	174	1
1029	1029	1029	1
1033	258	258	258
1034	1034	1034	925
1036	48	48	1
1037	1037	1037	1
1039	178	178	178
1041	1041	1041	982
1044	142	142	142
1045	1045	1045	1
1047	1047	181	1
1048	1048	1048	1
1050	22	22	1
1054	473	1	1
1055	116	1	1
1056	1056	1056	1
1058	13	13	1
1059	98	98	1
1060	129	129	1
1062	473	1	873
1063	1063	552	1
1064	258	258	904
1065	392	392	1
1069	6061	443	1
1071	1071	1071	1
1074	1074	1	1
1075	1075	1	754
1077	1077	1077	1
1079	19	19	19
1080	623	1	775
1083	1083	1083	1
1084	56	6	118
1085	1085	1	313
1086	1086	1086	1
1087	195	1	1034
1088	1088	1088	455
1089	1089	110	642
1090	1090	1090	1
1092	1092	1092	1069
1094	1094	1094	249
1095	1095	1095	1
1097	1097	1097	818
1100	1100	1	1
1101	1101	1101	488
1102	1102	1	1
1103	129	129	1
1105	1105	1105	1
1108	52	6	1
1109	1109	1109	1
1110	1110	1110	1
1111	6	1	612
1112	1112	1112	1
1113	312	312	1
