PID	PGID	SID	PPID
1	1	1	0
2	2	2	1
5	5	5	2
6	6	6	2
13	13	13	1
22	22	22	1
24	24	24	1
27	27	27	5
28	28	28	1
30	30	30	2
31	31	31	1
34	34	34	1
37	102	1	1
42	42	42	13
44	44	44	1
48	48	48	1
51	51	51	1
54	54	54	1
56	56	56	1
57	28	28	1
60	60	60	1
61	34	34	1
63	63	63	1
66	66	66	31
70	70	70	1
71	85	3	1
73	73	73	1
74	102	1	1
83	83	1	13
84	3	1	63
91	91	91	2
92	92	92	1
94	94	94	1
100	100	100	1
105	105	1	1
109	109	109	1
110	110	110	1
111	111	111	109
112	112	112	1
120	1	1	1
128	128	128	1
136	136	136	51
137	137	137	1
149	53	53	1
152	152	152	1
160	160	160	1
162	3	1	120
166	166	166	1
175	175	3	1
179	179	179	1
180	180	180	1
181	181	181	70
183	183	183	1
184	184	184	1
185	185	185	44
187	187	187	66
188	188	18	1
189	189	189	1
196	196	53	152
198	198	198	66
199	199	199	2
202	202	202	1
204	204	6	6
207	207	207	1
210	210	210	100
212	212	212	1
219	219	219	187
221	221	221	1
224	224	3	1
225	225	225	1
227	227	227	1
231	231	231	1
233	106	106	1
234	234	195	1
235	235	198	198
236	1	1	1
237	237	67	1
243	802	3	71
244	244	244	1
246	246	246	1
248	3	1	1
250	250	1	1
251	85	3	1
252	252	252	187
253	253	253	1
254	254	254	1
255	255	255	92
257	176	1	1
261	261	16	1
263	55	55	1
265	265	265	1
266	266	266	1
267	267	267	1
270	270	270	1
275	275	275	1
279	279	279	1
282	282	282	212
284	284	284	243
285	285	285	248
286	286	286	1
290	290	290	1
291	291	291	1
292	106	106	233
295	295	295	1
298	298	298	1
300	300	300	1
301	17	17	1
302	1973	3	1
306	306	306	1
308	308	308	1
309	1	1	1
310	204	6	204
311	311	311	1
315	315	315	1
318	318	318	128
321	20	1	227
326	326	326	1
329	329	329	1
331	331	1	63
332	332	332	301
333	176	1	1
334	334	1	1
335	335	335	1
336	336	336	48
337	337	337	311
344	344	344	198
351	351	351	111
353	317	1	184
354	34	34	137
356	85	3	1
359	359	359	100
361	34	34	267
362	362	1	1
363	34	34	34
364	364	364	1
365	365	125	1
366	366	3	243
369	369	125	1
370	370	370	180
371	371	371	136
372	65	65	1
377	670	70	181
380	252	252	252
382	15	15	266
385	385	385	1
386	386	202	202
391	391	1	1
397	397	397	1
402	198	198	235
403	403	403	1
404	404	404	57
407	1	1	1
409	409	409	1
410	410	410	184
415	415	415	111
417	417	417	382
418	1268	252	252
420	420	420	1
422	422	422	1
423	423	423	354
424	424	424	1
425	3	1	1
427	427	1	334
431	431	431	1
434	434	434	302
437	437	437	1
441	3333	55	1
446	206	206	1
447	447	447	1
449	449	449	1
450	450	1	1
451	34	34	363
453	453	453	282
455	455	455	370
456	456	456	364
460	460	460	335
463	463	463	302
464	464	464	251
466	466	466	1
468	468	468	1
477	477	477	137
478	478	478	152
479	479	479	1
481	481	481	1
482	482	482	94
483	483	483	1
484	55	55	437
485	485	30	1
487	487	487	321
490	490	490	1
492	492	492	1
495	176	1	326
497	497	497	1
500	500	34	1
502	16	16	385
503	500	34	1
505	46	46	1
506	1296	53	481
509	21	21	497
510	510	510	71
511	3	1	1
513	513	513	1
514	514	514	1
515	3	1	63
516	516	516	105
519	252	252	252
521	521	521	354
522	1	1	1
523	134	134	1
524	524	100	1
526	526	526	1
527	1	1	54
528	528	1	73
530	530	530	524
531	531	531	5
535	93	93	1
538	538	538	1
539	31	1	31
540	137	137	477
542	542	3	1
544	544	544	1
545	196	53	506
550	550	202	202
551	1	1	1
554	55	1	246
556	556	556	298
557	1268	252	252
560	105	1	105
562	183	183	183
563	563	111	1
568	568	568	1
569	569	569	521
570	1	1	1
573	573	573	463
574	574	574	371
575	575	575	1
579	250	1	1
580	65	65	1
582	582	582	1
583	661	1	333
584	584	584	539
585	585	6	204
586	28	28	1
587	1	1	257
588	85	3	1
591	591	16	1
593	593	593	337
594	85	3	1
598	598	598	1
600	600	600	1
602	1198	3	366
603	603	3	251
611	611	611	1
614	614	614	1
622	155	155	514
623	623	456	456
626	626	626	30
629	167	167	1
631	631	631	514
632	632	632	509
633	633	633	48
637	106	106	292
638	638	638	136
641	641	1	1
643	53	53	545
644	296	296	1
646	646	201	1
649	649	3	1
650	85	3	1
655	3	1	1
658	658	658	483
660	660	660	569
661	661	1	295
667	667	183	183
670	670	70	70
673	673	1	1
678	678	1	1
679	679	679	275
681	681	681	1
685	3	3	1
687	687	687	528
690	690	690	579
691	3	1	397
696	122	122	1
698	3	1	1
700	700	700	1
702	125	125	1
703	703	703	236
704	704	704	1
705	370	370	370
706	34	34	521
708	708	708	417
709	3	1	691
711	711	711	455
712	712	17	329
713	55	55	1
719	153	18	1
724	724	724	1
725	213	213	1
727	727	3	588
728	237	67	1
729	1	1	397
730	730	111	111
731	1	1	253
736	492	492	1
737	737	737	71
738	1229	1	560
739	739	739	326
740	85	3	71
741	741	741	730
742	742	15	1
743	214	214	704
744	744	744	1
745	745	28	57
746	746	746	252
747	21	21	509
748	748	748	386
749	3	1	63
750	750	750	1
751	751	751	1
752	752	752	1
753	753	753	386
754	754	754	1
755	755	112	1
756	756	1	729
757	221	221	1
758	34	34	1
759	759	759	584
760	760	137	1
764	764	437	437
765	12	1	184
767	767	767	1
768	768	768	724
769	93	93	1
770	1315	180	180
772	85	3	1
773	18	18	719
775	176	1	1
776	776	27	27
780	2769	34	451
783	783	783	1
784	784	87	1
785	785	785	1
786	786	786	353
789	789	70	70
791	791	791	1
792	792	792	1
793	793	100	359
794	793	100	359
796	796	796	754
797	16	16	1
798	798	798	109
801	456	456	1
802	802	802	542
805	201	201	646
807	591	16	797
808	125	125	1
809	591	16	1
810	810	810	391
811	811	44	1
812	812	812	510
813	813	813	808
814	814	814	1
815	28	28	768
816	816	816	1
817	817	1	765
823	823	823	1
826	93	93	1
827	827	827	1
828	202	202	386
829	829	155	622
835	835	835	380
837	837	837	1
838	838	106	1
839	839	647	1
841	60	3	265
842	102	1	1
843	843	206	446
845	845	221	1
846	846	846	497
848	848	848	1
850	850	850	1
855	855	855	1
856	856	856	1
858	858	858	751
859	859	859	441
862	709	1	1
865	224	3	224
866	866	866	1
867	136	17	51
868	201	201	805
871	802	3	1
873	873	873	1
