PID	PGID	SID	PPID
1	1	1	0
10	10	1	1
12	12	12	1
19	19	19	10
21	21	21	1
28	5	5	1
31	31	31	1
33	33	33	1
37	37	37	1
40	40	40	19
41	41	41	1
45	45	45	1
46	46	46	1
48	48	48	1
51	7	2	1
52	52	52	1
53	53	2	51
54	54	54	1
55	55	1	1
56	56	56	53
57	57	57	1
59	59	59	1
60	113	11	1
64	64	15	1
66	1	1	1
68	68	68	60
70	12	12	1
71	71	1	19
74	521	5	1
76	76	76	1
81	81	5	28
84	84	84	68
85	85	85	1
88	16	1	1
90	34	11	1
94	94	94	1
95	95	2	1
97	319	1	10
102	102	102	1
103	103	9	1
105	105	105	1
107	107	107	1
111	1	1	1
114	114	114	1
115	115	12	70
118	7	2	51
123	123	67	1
127	127	127	10
131	131	131	1
133	133	1	1
144	144	9	103
145	67	67	1
147	782	1	127
149	149	149	1
150	150	150	111
152	1	1	71
163	163	163	1
167	167	167	40
169	41	41	41
173	7	2	1
174	68	68	68
180	180	180	1
181	181	181	1
182	182	182	46
183	183	67	1
186	186	1	1
187	187	187	169
188	188	1	1
192	16	1	1
196	9	9	144
197	197	197	1
199	881	5	74
204	204	1	1
205	1	1	1
207	207	207	1
208	208	35	1
214	34	11	60
216	2	2	1
220	1	1	1
221	30	30	1
223	223	223	1
224	224	224	45
226	226	226	1
227	227	227	1
229	67	67	183
231	231	231	1
233	233	233	1
237	16	1	1
240	7	2	1
241	241	241	1
243	1	1	205
245	245	245	1
248	248	248	54
251	251	251	68
255	1250	35	208
256	256	256	41
258	521	5	76
260	260	260	1
261	1	1	1
263	263	263	12
264	1	1	192
265	64	15	64
267	16	1	114
270	270	12	263
272	2	2	1
273	273	54	54
275	275	275	40
276	842	1	1
277	68	68	251
280	280	67	1
281	281	1	1
286	41	41	256
287	287	30	221
289	289	289	275
290	290	290	1
291	291	291	1
292	827	1	1
293	521	5	199
294	294	294	111
296	296	296	1
297	16	1	1
298	298	298	1
300	1	1	1
302	1	1	1
303	303	303	71
305	34	11	214
306	306	306	287
307	97	1	245
308	308	308	145
310	9	9	144
311	311	311	1
313	313	313	33
315	1	1	1
316	521	5	258
317	30	30	1
318	318	318	192
319	319	1	1
320	320	320	1
321	30	30	287
322	322	322	316
323	1	1	45
326	54	54	248
327	327	327	214
330	330	330	296
331	1	1	1
332	167	167	167
333	34	11	214
336	7	2	240
337	337	337	1
339	35	35	208
341	728	1	1
342	342	342	205
343	343	343	1
344	30	30	296
347	2	2	181
348	34	11	90
350	350	350	326
351	351	351	277
353	353	75	1
355	355	355	1
358	358	358	321
359	359	359	263
360	360	360	1
362	362	362	66
363	363	363	1
364	364	364	1
366	366	366	173
367	367	367	1
368	368	368	1
369	369	369	306
370	30	30	321
372	372	1	1
373	444	54	1
374	54	54	54
376	1	1	1
377	16	1	318
379	16	1	1
381	100	100	1
384	283	35	1
385	385	385	85
386	386	386	1
388	388	91	1
389	389	389	1
391	1	1	85
393	393	1	1
394	1	1	1
395	395	395	1
396	396	396	1
397	16	1	1
400	80	80	1
401	16	1	393
402	402	402	57
405	405	405	366
407	68	68	68
408	408	408	12
410	410	410	348
413	413	16	1
415	415	415	292
419	1	1	71
421	421	41	169
424	424	424	1
427	427	427	1
430	430	430	88
432	16	1	281
433	433	30	370
441	1	1	1
443	202	202	355
444	444	54	374
446	179	179	1
447	67	67	368
448	289	289	289
449	449	449	303
450	450	450	1
454	165	165	1
455	455	2	1
456	16	1	1
458	458	458	1
459	16	1	362
460	232	67	368
462	168	168	231
463	463	463	260
464	16	1	1
465	465	465	1
466	68	68	277
468	468	468	280
469	48	48	48
471	41	41	187
477	1	1	342
478	478	478	286
482	482	482	294
483	483	483	1
485	217	217	1
486	486	486	1
491	180	180	180
493	30	30	317
494	30	30	1
496	16	1	71
498	498	1	319
499	30	30	494
501	1	1	1
505	625	202	1
507	507	507	221
508	508	30	296
510	326	54	444
512	85	1	391
513	1	1	482
514	30	30	358
515	515	515	286
518	518	518	303
521	521	5	74
522	675	168	1
523	523	523	123
524	524	524	408
525	525	525	1
526	16	1	1
527	527	12	1
531	531	531	1
533	533	533	389
534	534	534	233
535	535	535	1
536	536	87	525
537	30	30	344
538	538	538	317
542	542	1	111
548	548	548	533
550	233	233	534
551	9	9	1
552	1	1	1
553	712	1	1
555	1	1	276
556	556	556	348
560	84	84	84
561	100	100	1
563	563	1	1
565	565	12	12
570	570	1	362
572	572	517	1
573	573	539	1
574	574	1	163
575	41	41	421
576	576	576	289
579	579	579	510
580	580	30	287
581	581	581	114
582	582	1	372
583	583	583	1
585	585	125	1
586	586	586	1
588	588	11	1
589	30	30	1
590	590	590	385
591	48	48	48
592	592	592	447
593	326	54	510
596	182	182	182
597	597	597	330
598	257	26	1
599	452	80	1
600	600	600	444
