PID	PGID	SID	PPID
1	1	1	0
8	8	8	1
9	9	9	8
15	15	15	1
21	21	2	1
31	31	31	1
33	33	1	1
34	34	34	1
48	48	48	9
71	71	71	1
73	73	73	1
74	216	9	9
75	75	75	1
80	80	80	74
85	85	1	1
86	86	86	1
87	87	2	1
88	88	88	1
90	9	9	1
95	95	95	15
96	96	96	1
106	106	106	1
107	107	107	90
115	1	1	1
117	117	117	1
126	126	126	1
138	138	138	1
141	141	141	1
143	143	143	117
144	144	144	1
150	150	150	71
152	152	152	48
153	153	153	8
154	154	154	1
156	156	156	48
158	158	158	80
162	162	162	34
168	168	20	88
171	171	171	31
172	3	3	1
177	177	28	1
178	178	9	1
185	185	185	1
186	186	186	1
187	288	9	1
192	192	192	1
193	134	9	1
194	194	194	1
195	195	195	1
198	198	198	1
200	200	200	115
203	203	203	141
204	204	204	1
205	205	205	200
206	206	206	1
207	207	207	1
209	1	1	1
216	182	9	1
220	220	220	1
231	94	94	1
234	234	234	1
235	2	2	1
236	236	236	156
237	237	2	1
238	238	238	1
242	77	77	1
246	246	233	1
248	248	2	1
252	6316	1	1
254	83	83	1
258	4565	31	171
262	262	262	1
265	265	265	1
267	267	267	1
268	268	268	178
269	269	269	236
270	270	270	216
273	273	70	1
274	274	274	1
276	276	276	1
277	33	1	1
279	94	94	231
280	19	2	1
282	4189	1	1
283	283	1	1
284	284	267	267
285	285	285	1
288	288	288	86
292	292	292	86
293	293	293	1
299	299	299	177
301	301	301	1
305	305	305	1
306	306	306	171
307	307	307	273
309	309	309	1
310	310	310	106
313	313	313	270
316	129	129	1
322	322	322	1
326	126	126	126
331	3	3	309
332	332	332	1
333	50	50	1
334	334	334	87
335	335	335	1
336	336	336	231
337	1	1	1
338	338	338	1
339	339	339	1
341	1	1	1
343	48	48	269
345	345	345	95
346	346	346	1
352	352	352	1
353	353	353	267
354	354	354	95
355	355	355	95
360	360	9	1
364	92	1	209
367	102	102	1
368	368	368	331
370	370	370	1
373	373	373	1
375	375	375	205
379	379	379	1
380	380	84	1
381	381	2	96
385	385	385	1
388	129	129	1
392	198	9	198
393	393	211	1
395	395	395	1
398	398	398	90
399	399	399	86
401	401	401	354
402	9	9	9
403	281	2	96
406	95	95	95
410	410	410	242
414	307	307	307
417	92	1	205
422	862	3	331
424	424	3	172
426	426	426	168
427	60	60	1
428	92	1	322
430	430	430	1
432	432	58	1
436	436	29	1
437	347	28	1
440	790	34	1
441	441	1	1
443	443	1	1
445	445	445	86
447	447	447	1
456	456	456	1
457	457	457	1
459	607	108	385
460	1228	3	1
461	42	42	1
462	462	462	1
466	307	307	1
468	468	468	1
470	470	470	1
471	2082	1	364
472	472	472	1
474	324	324	1
475	475	475	1
477	477	1	1
478	3	3	172
479	479	479	1
480	480	48	152
481	481	481	1
482	482	2	1
484	484	484	279
485	485	485	1
490	490	490	354
491	3	3	1
492	118	9	187
493	493	1	477
497	497	211	393
499	499	499	410
500	500	500	193
504	504	504	207
506	506	9	262
509	509	509	1
510	510	510	71
512	512	512	292
514	514	514	1
517	517	517	445
518	518	2	1
519	519	519	1
521	521	521	1
527	527	313	313
529	529	529	492
533	533	533	410
534	534	534	381
535	535	535	1
536	536	2	1
537	537	537	437
541	3	3	1
544	544	544	238
545	545	287	1
551	551	551	267
552	129	129	457
554	21	2	1
555	41	41	1
558	33	1	1
560	3	3	1
562	562	562	424
563	563	563	95
565	565	565	1
568	568	568	1
569	14	2	462
574	574	574	491
577	95	95	355
578	148	148	1
579	9	9	1
581	118	9	1
583	583	583	1
584	9	9	1
585	371	371	1
587	587	587	277
589	589	194	194
591	591	591	21
592	9	9	1
593	593	593	1
596	596	596	1
597	597	597	1
599	268	268	268
600	600	600	490
603	9	9	509
605	28	28	1
606	606	606	1
607	607	607	459
608	607	108	1
609	609	609	292
610	610	610	471
614	614	614	293
617	617	617	1
619	619	619	1
622	622	622	472
623	623	623	1
625	625	625	156
626	9	9	186
627	627	627	1
630	630	630	558
631	631	631	1
632	18	1	1
633	633	633	269
634	634	634	614
637	108	108	1
638	638	9	1
639	87	2	1
640	640	640	597
644	644	644	1
645	645	1	337
648	648	648	521
649	84	84	1
