PID	PGID	SID	PPID
1	1	1	0
10	10	10	1
14	14	14	1
15	15	15	1
17	17	17	1
19	19	19	1
23	23	23	1
27	27	1	1
29	29	29	1
31	31	31	14
35	35	35	1
47	47	47	1
51	51	51	27
57	885	2	1
60	2	2	23
66	66	66	35
70	70	70	51
71	71	71	1
75	75	75	31
78	78	7	1
80	80	80	1
82	1	1	1
83	83	83	1
87	1	1	1
91	1	1	1
94	1	1	1
96	96	96	1
101	101	101	19
106	106	106	1
107	107	107	29
111	111	111	51
114	1283	2	1
117	117	117	87
123	123	1	1
124	1	1	1
125	125	125	114
126	126	126	1
129	129	129	1
131	293	1	1
132	132	132	1
140	1	1	111
143	143	143	1
149	149	149	1
156	156	156	91
158	158	158	17
159	159	1	1
161	161	161	1
163	163	2	1
165	165	165	23
171	171	171	10
172	172	172	51
174	174	174	107
176	176	176	1
179	1	1	1
180	180	136	176
183	183	1	1
186	55	1	1
187	187	187	1
190	190	190	17
193	193	193	171
197	197	2	1
199	199	199	132
202	1	1	1
205	205	205	1
206	206	206	1
207	207	207	199
210	29	29	29
212	212	212	1
217	217	217	156
218	218	1	1
222	23	2	1
223	223	223	1
225	225	225	1
226	2531	147	1
230	230	230	1
231	231	231	1
234	234	234	1
237	237	237	190
240	240	240	1
241	43	43	1
244	244	244	114
248	248	1	218
253	253	253	1
254	254	254	1
256	256	256	190
257	2401	1	1
258	258	258	1
262	262	262	207
264	264	43	161
265	265	265	10
267	267	267	126
268	268	268	19
271	1193	1	1
272	473	1	1
273	273	273	1
278	278	278	1
279	279	279	240
282	2448	1	1
285	285	285	1
289	148	148	1
291	291	291	1
292	292	1	1
294	294	18	1
295	295	295	1
302	302	302	1
305	305	305	1
306	306	306	1
307	307	44	1
309	309	309	1
312	43	43	161
313	313	313	1
314	314	314	1
316	316	75	75
321	321	321	1
324	324	324	1
326	326	1	186
327	327	327	1
328	328	328	183
329	329	329	1
332	332	332	1
333	333	333	240
335	335	335	1
336	147	147	1
338	338	338	264
340	340	340	1
342	342	342	1
346	4	1	258
348	348	348	126
358	25	1	273
361	361	314	314
364	71	71	71
366	366	366	1
367	367	367	1
368	368	368	1
370	370	121	1
377	377	377	1
378	378	7	1
380	293	1	1
381	15	15	15
383	248	1	1
388	388	388	1
391	121	121	1
393	1	1	1
394	18	18	1
395	395	395	1
396	1	1	1
397	397	397	1
399	399	399	1
400	400	400	257
402	402	402	212
404	404	1	1
408	408	408	1
409	409	409	1
412	412	412	380
415	415	415	1
416	416	1	1
417	417	417	312
418	418	132	199
419	419	419	1
427	321	1	1
428	428	428	206
429	517	178	1
434	1	1	1
438	4	1	1
441	441	441	1
443	443	1	306
444	1	1	1
446	446	446	1
447	182	1	1
449	4	1	1
450	248	1	159
452	148	148	1
461	461	148	1
462	462	51	51
463	463	132	132
464	174	174	1
468	1	1	202
471	9	9	1
472	472	472	163
474	474	474	321
475	475	475	1
476	60	2	114
477	1	1	1
478	478	478	225
479	479	120	1
480	480	480	306
481	481	481	324
482	1	1	305
485	485	485	279
486	486	486	1
487	487	487	1
489	384	384	1
491	2763	2	476
493	493	493	487
494	7	7	1
497	497	6	367
500	25	1	1
501	501	501	1
509	509	509	1
512	1	1	218
517	517	517	429
520	6	6	1
522	522	522	1
523	2016	43	264
524	524	1	256
527	147	147	1
529	529	529	1
534	534	534	501
535	535	535	512
536	3268	43	1
537	537	537	1
541	541	1	212
542	542	165	165
543	1	1	1
544	544	544	1
545	545	545	400
547	547	547	180
549	69	69	1
553	147	147	1
554	2380	1	544
559	559	559	1
561	43	43	1
569	1	1	1
572	121	121	302
574	574	574	1
575	575	575	478
581	581	195	1
583	583	583	416
585	585	585	419
588	588	588	1
589	249	249	1
591	1	1	583
593	593	593	559
594	594	594	1
596	596	1	1
598	598	598	1
600	29	29	1
601	601	601	1
606	606	75	1
607	384	384	1
608	608	608	1
610	610	610	87
613	613	613	1
614	614	132	1
620	620	620	438
621	621	621	1
627	627	627	1
633	25	1	1
636	174	174	1
637	1	1	416
640	640	640	542
641	78	7	1
642	60	2	1
643	12331	367	367
644	644	644	542
645	645	645	366
648	1079	1	637
649	74	7	1
650	6	6	1
653	653	653	1
658	658	658	1
662	662	662	1
663	663	663	1
665	665	7	1
669	669	669	607
670	417	43	1
671	671	671	1
672	6	6	1
674	321	1	149
676	4	1	143
677	2310	601	601
678	678	513	1
679	679	679	482
681	681	681	471
682	682	682	1
683	683	683	1
686	686	686	1
689	689	689	648
690	7	7	1
692	421	1	1
695	1	1	1
698	4	1	366
699	1	1	1
700	700	700	649
703	703	703	409
704	704	128	487
706	2191	367	367
707	707	707	1
708	1	1	535
710	148	148	1
712	45	45	106
713	132	132	1
716	716	716	1
718	1	1	1
720	720	1	393
723	6	6	206
728	728	728	1
729	25	1	1
733	201	1	1
735	43	43	309
736	60	2	1
737	737	737	1
742	742	178	1
744	744	744	383
749	35	2	163
750	332	332	332
752	752	752	428
753	1637	1	393
754	754	754	174
756	756	756	1
757	1	1	1
758	758	758	271
760	760	760	302
761	761	761	1
765	765	765	1
766	165	165	542
771	421	1	1
772	772	9	1
777	777	777	149
779	779	779	1
783	783	783	1
784	784	784	1
785	785	785	1
786	786	786	749
788	1990	1	1
791	791	791	1
792	792	792	779
796	796	796	1
801	801	801	1
802	802	120	1
803	803	803	761
804	804	804	314
805	113	113	1
810	513	513	522
811	811	513	678
813	813	813	1
819	150	150	1
821	821	821	1
825	825	825	1
828	828	1	1
829	829	829	1
833	833	833	1
834	7	7	205
835	1	1	416
836	836	836	1
840	840	840	1
841	841	841	766
843	843	843	1
846	846	846	1
847	847	847	1
848	848	848	1
849	849	849	1
851	851	851	849
857	857	857	737
858	1043	6	650
860	860	860	1
861	861	861	1
862	264	43	1
864	233	233	1
867	184	1	1
868	26	26	1
870	1	1	1
871	871	513	678
872	6	6	858
873	873	873	1
875	147	147	1
876	876	876	14
877	877	2	1
879	879	879	1
881	881	881	1
883	883	513	1
884	884	884	1
885	2763	2	1
889	889	889	1
892	892	892	1
894	55	1	591
897	897	7	783
899	899	899	450
900	2	2	1
901	60	2	1
902	4	1	1
904	904	904	70
905	1	1	679
910	1	1	82
911	911	911	1
912	216	216	1
914	281	281	1
917	917	917	1
918	918	322	1
919	248	1	346
920	920	920	1
923	923	2	230
924	924	314	804
929	1	1	1
930	121	121	1
931	931	931	911
940	1	1	870
941	125	125	125
942	147	147	1
945	945	945	1
946	946	946	1
948	513	513	861
952	952	952	1
955	955	955	1
957	898	71	1
958	161	43	1
961	961	6	1
964	308	148	716
965	965	965	1
966	254	254	254
967	967	43	161
968	96	1	1
970	970	1	1
971	971	971	367
973	973	973	1
975	975	1	679
976	976	976	581
977	977	231	231
978	978	978	679
979	979	979	474
981	981	403	1
983	1	1	1
984	43	43	803
986	986	986	273
989	885	2	1
990	990	1	1
992	992	992	1
993	993	993	1
994	994	994	399
1000	258	258	258
1001	1001	1001	931
1003	1	1	637
1006	1006	1006	649
1008	1008	1008	970
1009	1009	1009	1
1010	1010	1010	1
1011	1	1	569
1012	365	365	1
1013	1013	1013	700
1014	1014	1014	1
1016	1016	1016	737
1019	7	7	1
1023	1023	1023	378
1024	1024	1	1
1025	1025	6	672
1027	1027	1027	1
1030	1	1	1
1031	1031	1031	1
1034	1034	1	267
1038	1038	1038	1
1039	1039	1039	1
1041	1041	1041	1
1043	2789	6	1
1044	2	2	1
1045	1045	1045	1
1049	1079	1	1
1050	1050	1050	447
1051	115	7	494
1052	1052	1052	1
1054	1344	1	1
1056	1	1	1
1057	1057	1057	333
1058	1058	1058	644
1059	1029	203	836
1061	1061	6	765
1063	1063	1063	1
1064	165	165	1058
1067	43	43	264
1068	1068	1068	509
1072	1072	1072	1054
1073	1073	1	1
1074	1074	1074	187
1075	1075	1075	1
1084	1084	1084	1
1087	246	1	1
1089	115	7	1084
1090	1090	1090	1
1091	1091	1091	1
1092	770	113	945
1094	3003	1	720
1097	120	120	1
1099	2112	128	920
1101	1101	1101	1
1102	1102	147	796
1103	1	1	583
1107	32	32	1
1110	1110	1110	1
1112	1029	203	1
1113	1113	147	336
1115	1115	1115	1
1116	1116	1116	1
1117	1117	1117	1
1118	1118	1118	234
1121	1121	1121	346
1123	961	6	1
1124	1124	1124	1
1128	2	2	1
1130	1130	1	1
