PID	PGID	SID	PPID
1	1	1	0
3	6	1	1
5	5	5	1
7	7	7	1
13	13	13	7
15	15	15	1
17	17	17	7
26	394	1	1
29	29	29	1
31	31	31	1
37	37	37	1
38	38	38	1
40	40	40	1
41	41	1	1
42	42	42	1
44	44	44	1
48	8	8	1
49	1	1	1
51	51	51	1
52	52	1	1
53	1	1	1
55	693	24	1
56	56	56	1
57	57	17	17
61	61	61	26
62	62	62	1
65	12	12	1
66	66	66	53
67	162	1	49
69	69	69	1
75	1	1	29
79	79	79	56
80	80	80	1
88	88	7	62
90	31	1	66
91	91	91	1
92	10	1	29
93	93	93	1
96	14	7	1
97	97	97	1
98	98	98	1
99	1	1	1
100	100	100	1
105	105	105	1
106	1	1	40
113	113	7	62
114	114	114	1
115	115	115	99
116	56	56	79
117	31	1	31
119	14	7	88
120	120	1	31
121	121	121	65
124	124	124	97
125	125	125	1
126	126	126	96
131	10	1	1
132	162	1	1
135	135	135	1
136	4	1	66
137	137	137	93
138	138	138	1
139	139	139	1
141	6	1	1
142	142	142	1
143	6	1	1
144	56	56	116
146	146	146	1
147	6	1	132
148	6	1	1
149	149	149	144
152	847	1	1
153	46	1	141
155	155	155	148
157	693	24	1
158	158	1	1
159	159	1	1
160	160	100	100
161	4	1	90
162	162	1	53
164	164	164	1
166	166	166	67
167	167	1	125
173	173	173	1
174	266	1	67
175	47	47	1
176	6	1	155
178	56	56	149
179	14	7	1
180	2	2	146
184	184	184	1
186	186	186	137
187	187	187	1
189	31	1	1
190	10	1	138
192	192	47	175
195	195	195	1
196	6	1	187
197	197	197	44
198	198	17	1
200	200	17	1
201	201	201	99
204	204	204	148
205	81	81	1
206	206	206	121
210	210	210	1
213	213	1	153
214	214	214	1
215	146	2	146
216	216	2	69
219	56	56	144
221	221	221	146
223	14	7	1
224	224	104	1
225	225	225	1
227	56	56	144
228	56	56	79
229	229	229	1
230	230	230	1
234	234	234	160
236	236	236	1
237	237	237	1
238	238	238	162
239	7	7	223
240	52	1	52
242	146	2	215
244	244	244	139
245	1	1	174
246	10	1	131
247	247	247	141
248	248	248	1
249	249	1	52
251	710	2	1
255	255	255	152
257	31	1	1
258	258	1	1
259	259	259	162
260	260	260	1
261	261	261	201
263	1	1	1
264	10	1	247
265	6	1	80
266	266	1	106
267	1	1	261
268	1	1	265
269	269	1	147
271	24	24	55
272	272	272	3
273	273	273	1
274	274	1	131
275	275	275	55
276	4	1	1
283	31	1	1
285	285	197	197
286	162	1	1
290	229	229	229
292	292	292	1
293	24	24	273
301	301	301	148
303	162	1	1
304	304	304	1
305	305	2	146
306	10	1	90
308	34	34	91
309	121	121	121
313	313	1	272
314	230	230	230
316	316	121	121
317	757	1	258
319	12	12	206
322	6	1	196
324	8	8	1
325	10	1	246
326	17	17	57
328	328	328	1
329	336	197	1
330	56	56	149
331	331	50	1
332	6	1	1
334	334	260	260
343	343	8	1
344	15	15	15
345	345	345	131
347	184	184	184
348	127	7	96
349	56	56	56
350	350	226	1
351	14	7	223
352	352	138	138
353	146	2	1
354	354	2	242
356	356	356	1
357	52	1	249
359	359	359	187
361	361	361	114
362	663	1	1
363	305	2	225
365	146	2	69
366	366	366	1
367	367	367	80
368	368	237	237
370	6	1	26
372	372	2	242
373	362	1	1
375	1	1	263
376	6	1	210
377	4	1	1
380	380	380	259
383	129	129	1
385	385	385	1
386	127	7	351
387	1	1	377
388	127	7	351
389	389	389	255
390	390	138	352
391	391	142	1
392	392	392	304
393	7	7	1
394	394	1	292
395	395	1	131
396	81	81	205
398	47	47	192
399	399	1	1
400	6	1	1
401	146	2	215
402	402	402	1
403	403	1	80
405	88	7	62
406	6	1	367
407	407	407	377
408	10	1	1
409	409	155	155
410	114	114	114
411	847	1	380
413	31	1	1
414	52	1	400
415	255	1	115
416	146	2	401
417	417	417	314
418	418	56	349
419	419	1	159
420	73	73	1
423	423	1	1
425	29	29	29
427	1512	2	1
428	428	1	240
429	2	2	1
430	6	1	399
433	433	433	56
435	305	2	427
436	436	436	380
437	146	2	435
438	10	1	92
439	326	17	198
440	46	1	153
441	6	1	325
442	442	442	244
443	6	1	1
444	20	8	343
445	445	1	132
447	52	1	263
448	10	1	186
449	449	449	132
450	52	1	428
451	451	24	1
452	452	452	106
453	4	1	53
454	454	56	330
455	455	87	1
456	31	1	257
457	31	1	456
458	304	17	439
460	460	1	106
461	339	339	1
463	204	204	204
464	464	464	210
465	465	1	1
466	466	466	261
467	467	467	268
471	471	1	1
474	10	1	377
475	173	1	1
476	476	476	1
477	4	1	1
478	478	478	1
479	146	2	1
480	480	8	343
481	155	155	409
482	482	482	317
484	484	484	305
485	485	485	1
486	146	2	1
489	489	1	415
490	166	166	1
491	4	1	292
492	492	492	1
493	493	229	229
494	494	494	439
496	496	496	147
497	497	497	325
499	499	499	290
501	501	501	285
502	10	1	373
505	505	505	190
507	4	1	167
509	208	1	125
511	511	511	1
513	4	1	448
515	515	515	121
516	516	516	1
517	4	1	167
518	101	24	273
519	127	7	351
521	482	1	482
522	663	1	283
524	524	524	350
526	10	1	1
527	591	17	439
529	6	1	489
530	4	1	276
532	31	1	257
536	536	536	261
537	537	155	155
539	146	2	401
540	540	1	143
542	2	2	429
543	6	1	441
544	146	2	479
545	6	1	1
546	546	1	457
551	192	47	192
552	244	244	244
554	10	1	482
555	555	555	420
558	20	8	1
560	693	24	1
561	305	2	305
562	1	1	399
563	192	47	551
564	146	2	353
565	565	565	97
566	17	17	200
567	1	1	419
568	568	568	517
569	569	50	331
572	2	2	437
576	576	1	477
578	578	578	88
579	579	579	239
582	73	73	135
583	40	40	40
584	584	584	1
586	594	1	562
588	588	1	521
589	589	589	464
590	336	197	1
591	591	17	57
592	592	592	260
594	594	1	1
595	326	17	326
597	597	597	406
598	598	598	301
599	52	1	1
600	600	600	348
601	1	1	1
602	6	1	1
603	603	603	394
606	52	1	115
607	56	56	227
608	608	608	248
610	496	496	496
611	138	138	138
612	612	612	1
613	6	1	1
614	208	1	176
616	47	47	551
617	12	12	1
618	337	337	1
619	500	500	1
620	237	237	1
622	1	1	1
623	38	38	38
624	624	624	343
625	625	17	458
627	146	2	1
628	628	1	317
629	629	629	467
631	127	7	1
632	100	100	100
633	146	2	416
634	634	1	258
635	1	1	106
639	6	1	249
640	56	56	219
641	88	7	351
642	162	1	162
643	275	24	1
644	644	644	554
645	1	1	210
646	56	56	149
647	647	647	529
648	4	1	161
650	6	1	265
655	127	7	600
656	656	656	1
657	202	202	1
661	1	1	263
663	663	1	1
664	114	114	361
665	665	665	304
666	666	1	648
667	261	261	536
668	52	1	606
670	670	670	5
671	138	138	138
672	672	672	396
673	482	1	325
674	146	2	401
677	677	38	623
678	127	7	1
679	1	1	377
680	10	1	395
681	10	1	502
682	682	682	51
683	56	56	646
684	684	684	1
685	501	501	501
686	686	686	414
687	687	1	1
688	1	1	186
689	689	689	395
690	690	56	640
691	1	1	106
693	693	693	1
694	1	1	49
695	663	1	663
696	10	1	131
697	697	697	319
700	700	700	205
701	237	237	620
703	703	703	440
704	7	7	1
705	155	155	409
706	706	47	175
707	17	17	392
708	146	2	1
709	1	1	1
710	710	2	479
712	1	1	644
716	162	1	132
717	663	1	663
718	718	718	80
719	719	719	1
722	722	722	486
723	4	1	423
724	724	724	499
725	46	1	1
728	56	56	1
729	729	729	594
730	730	730	546
731	58	24	275
732	732	47	398
733	1	1	460
734	734	734	313
736	547	547	1
738	166	166	490
739	30	30	1
741	17	17	439
742	129	129	383
743	214	214	214
744	744	744	1
745	152	1	152
746	746	1	448
747	747	747	29
748	128	128	1
749	6	1	599
750	482	1	588
751	751	2	215
752	752	752	693
753	594	1	729
756	594	1	716
757	757	1	445
758	6	1	1
759	759	759	685
760	394	1	53
761	520	520	1
762	6	1	614
763	693	24	1
764	1047	1	1
765	765	765	383
766	766	1	153
768	1	1	644
769	17	17	527
770	339	339	1
771	146	2	1
772	6	1	696
773	73	73	1
774	121	121	121
775	775	775	361
776	138	138	1
777	1	1	522
778	31	1	257
779	779	1	249
780	12	12	319
781	1	1	258
782	1	1	696
783	783	783	157
784	208	1	1
785	362	1	1
786	594	1	438
787	10	1	92
789	107	34	608
790	471	1	471
792	1	1	589
794	5	5	5
795	795	2	1
796	146	2	221
798	226	226	1
799	799	799	606
800	800	1	189
801	801	17	625
803	803	803	784
804	4	1	509
806	1	1	283
807	500	500	619
808	808	98	98
809	4	1	804
811	10	1	189
812	812	260	334
814	501	501	685
815	815	815	308
817	1	1	522
819	162	1	757
820	56	56	227
821	56	56	1
822	52	1	529
823	501	501	759
824	204	204	204
825	825	56	1
826	693	24	1
829	107	34	789
830	4	1	568
831	81	81	205
832	594	1	729
834	339	339	461
835	91	91	1
836	88	7	678
837	34	34	829
838	34	34	837
840	693	24	693
841	129	129	1
842	14	7	641
843	843	56	640
844	6	1	589
845	845	845	205
846	146	2	722
847	847	1	117
848	10	1	92
850	850	850	334
851	851	1	594
852	4	1	161
853	339	339	770
855	162	1	452
856	856	856	826
857	385	339	1
858	858	858	216
859	1	1	387
860	126	126	126
861	146	2	627
863	6	1	1
864	6	1	606
865	865	865	308
866	6	1	430
867	471	1	1
868	482	1	554
870	870	2	354
871	73	73	773
872	872	872	166
875	436	436	436
876	876	876	1
877	877	877	592
879	564	2	564
880	138	138	671
883	127	7	388
884	1150	1	174
885	885	885	497
886	58	24	560
887	229	229	229
888	888	226	350
889	4	1	1
891	703	703	703
892	56	56	454
893	146	2	401
894	849	849	1
895	591	17	527
896	20	8	444
897	1	1	1
898	637	637	1
899	899	899	722
900	337	337	618
901	901	901	370
902	902	129	765
904	52	1	115
905	905	187	187
906	906	906	774
907	6	1	758
908	2	2	365
910	910	1	266
911	911	1	283
912	520	520	1
914	914	914	206
915	380	380	380
916	916	1	370
