PID	PGID	SID	PPID
1	1	1	0
14	14	14	1
17	17	17	1
19	1	1	17
21	21	21	1
24	24	24	1
42	42	42	1
55	2	1	1
61	61	61	1
65	218	1	1
74	74	74	19
81	81	81	1
85	85	1	1
87	87	87	19
94	218	1	1
95	95	95	1
97	97	97	1
98	27	27	1
103	103	103	1
105	105	105	1
108	1	1	1
115	115	115	1
117	117	117	1
121	121	121	1
122	122	1	115
130	130	54	1
137	137	137	1
145	3	1	1
155	155	155	1
160	160	160	1
164	164	164	1
166	166	166	1
176	176	176	1
177	177	177	85
181	208	1	1
183	183	183	85
184	184	184	1
188	188	31	1
189	27	27	1
192	192	192	1
193	193	193	1
194	194	194	1
195	195	6	164
196	2	1	1
198	198	198	1
200	37	1	1
201	201	201	1
208	208	208	1
209	209	1	193
211	31	31	188
215	72	72	137
221	221	221	115
223	2	1	1
224	224	224	1
229	1	1	1
230	230	230	1
236	236	236	1
240	240	240	1
241	241	241	1
244	2	1	14
245	245	245	117
247	247	27	1
250	250	250	65
251	251	251	1
255	255	255	1
257	54	54	1
258	258	258	1
259	259	259	42
264	264	264	1
265	265	265	181
266	266	266	1
274	8561	27	247
277	277	277	245
283	2	1	196
284	284	284	1
287	287	287	1
292	292	292	1
295	295	295	1
298	159	159	1
299	299	299	1
304	1	1	1
306	306	306	1
309	309	309	1
312	312	312	1
313	1	1	14
315	315	315	313
317	317	1	1
319	319	319	183
320	320	320	304
323	323	323	1
327	327	327	1
329	329	329	1
330	477	27	1
331	2	1	320
332	332	78	1
334	668	27	330
337	337	337	130
339	2	1	1
340	1	1	1
341	341	341	1
342	31	31	312
343	343	343	1
345	345	345	81
346	346	1	1
349	11	11	166
350	192	192	192
353	353	353	1
356	356	1	1
359	359	315	315
362	362	362	194
363	363	363	209
372	372	372	1
377	6005	9	1
379	1839	1	1
381	381	381	1
383	856	1	1
384	1	1	1
387	25	12	97
389	100	100	1
391	391	391	1
393	393	393	122
395	395	395	393
397	397	397	215
398	398	398	1
400	400	400	1
401	401	401	1
405	2	1	401
406	406	406	1
408	408	246	1
410	410	410	1
414	414	414	1
415	415	415	1
416	416	416	1
420	420	420	24
421	421	421	1
422	1	1	1
425	425	425	1
428	428	27	189
429	429	429	240
430	430	430	1
432	432	432	320
435	37	1	1
437	437	437	122
438	438	96	1
443	443	443	1
444	444	444	1
457	457	457	343
458	1	1	327
460	460	460	1
461	461	461	236
463	463	463	1
465	465	465	1
466	466	466	1
467	467	1	258
470	470	470	1
471	471	471	1
475	475	475	181
476	476	476	1
477	477	27	1
478	478	478	1
479	2	1	393
480	480	480	247
481	481	481	1
483	483	483	1
486	486	486	1
487	2	1	384
488	91	91	1
490	490	490	1
492	492	492	422
495	495	495	1
496	496	496	108
500	500	216	1
503	503	503	1
505	1	1	479
506	506	506	1
508	69	69	1
509	158	158	1
510	510	510	1
512	12	12	323
513	513	513	1
515	1506	91	1
522	522	522	327
524	524	524	1
525	525	525	1
526	526	526	466
527	527	527	265
530	530	530	1
532	12	12	1
533	533	533	181
535	535	535	495
538	538	538	1
541	208	1	1
548	548	548	437
550	550	550	1
552	552	552	244
554	554	554	1
555	555	555	341
558	558	558	1
559	2	1	331
560	560	560	287
561	561	561	24
563	563	78	1
565	565	565	1
573	573	573	408
582	2	1	343
584	584	584	478
586	586	54	1
592	592	592	1
594	594	594	1
595	595	1	395
598	136	136	1
600	600	600	1
602	602	27	247
606	2107	27	1
607	607	607	211
610	208	1	435
611	121	121	1
613	613	613	189
615	615	615	283
616	616	616	195
617	2	1	1
620	620	620	530
623	623	623	1
625	629	1	1
627	627	627	1
629	629	1	487
630	630	1	1
634	634	634	458
635	635	635	552
638	638	638	1
645	118	118	1
646	2	1	1
647	55	1	55
648	648	648	1
649	3334	1	258
650	372	372	1
651	651	651	176
652	652	652	1
653	653	653	208
654	150	150	1
657	856	1	393
658	658	658	108
660	660	660	264
661	2	1	554
666	666	54	1
667	667	159	1
668	668	668	1
669	2	1	559
670	670	670	1
671	6210	1	1
673	673	673	480
675	675	675	384
676	676	676	1
682	682	682	1
685	685	685	1
686	686	27	606
688	2	1	555
694	694	694	657
696	2	1	554
698	698	260	1
701	701	701	1
702	702	702	1
704	2	1	470
705	705	705	277
710	3604	1	331
711	37	1	435
714	714	714	284
715	218	1	177
717	1648	1	383
718	2	1	1
720	720	720	1
721	721	721	251
725	725	725	1
726	726	264	264
727	203	1	1
728	728	728	98
729	2	1	1
730	730	730	1
734	734	734	1
735	735	735	1
737	737	737	229
738	738	738	437
739	71	71	701
740	117	117	245
742	742	742	1
744	477	27	477
747	747	747	1
753	753	753	461
756	55	1	1
760	677	150	1
765	765	38	1
768	768	768	1
770	770	1	1
772	772	772	1
773	773	773	1
779	779	779	1
783	150	150	1
784	784	784	1
786	786	786	1
788	788	1	1
789	789	789	657
791	791	246	730
792	792	792	565
793	793	793	1
795	2	1	467
798	128	128	444
800	150	150	1
804	641	1	1
808	183	183	319
810	810	810	1
811	811	811	1
812	812	812	1
814	814	814	1
815	150	150	1
816	816	816	1
822	192	192	350
824	824	824	487
829	829	829	1
832	54	54	666
834	32	32	1
836	836	836	1
837	837	31	312
840	840	840	552
841	841	841	834
843	843	843	598
845	845	131	236
846	846	846	193
850	850	850	470
851	851	851	1
853	853	853	1
854	854	854	808
857	2713	131	306
858	858	858	1
862	862	862	1
863	863	863	1
865	865	391	391
866	258	258	258
868	868	868	1
871	6005	9	648
873	873	873	356
874	874	874	1
876	876	1	487
877	877	877	115
881	32	32	184
882	882	882	714
883	883	54	666
885	885	885	814
888	1	1	704
891	2	1	1
894	894	100	389
895	1	1	1
902	902	12	1
903	903	134	1
904	904	1	704
907	907	907	1
908	908	908	789
910	12	12	97
911	911	911	1
912	131	131	461
913	3860	1	652
914	2	1	65
915	32	32	834
916	916	916	1
917	917	917	1
918	175	175	1
920	920	1	1
924	924	27	330
925	530	530	1
928	27	27	924
930	930	930	735
933	933	933	918
935	935	935	420
936	185	150	1
938	938	938	625
939	7284	207	1
942	258	258	258
944	944	944	257
945	72	72	1
946	946	946	1
949	99	99	1
953	1918	1	487
954	954	954	1
955	955	955	284
957	957	957	1
961	961	961	666
963	963	963	1
964	964	78	563
966	966	121	611
967	967	967	1
969	54	54	1
971	3	1	463
972	54	54	257
975	975	975	492
976	477	27	428
983	192	192	192
984	984	1	479
985	492	492	1
986	986	131	1
990	477	27	668
997	997	997	1
998	998	998	1
1000	1000	136	843
1002	1002	1002	1
1003	1003	33	682
1004	308	308	1
1005	3	1	635
1006	1006	1006	1
1008	2	1	1
1009	1648	1	393
1010	1010	128	1
1011	1933	9	377
1012	1012	1012	876
1013	1013	1013	475
1015	2021	6	526
1016	1016	1016	1
1018	1018	1018	1
1020	1020	128	1
1022	1022	1022	1
1024	1	1	811
1025	362	1	343
1028	1028	1028	645
1031	1031	1	595
1032	1032	1032	563
1034	1034	1034	1
1035	1035	1035	292
1036	1036	1036	1
1038	1038	1038	1
1039	1	1	1
1041	1041	1041	211
1046	1	1	1
1047	32	32	1
1048	1048	1048	594
1050	1050	1050	938
1051	255	78	1
1053	1053	1053	1
1054	1054	13	1
1055	1055	1055	1
1057	1057	1057	1
1059	1059	1059	834
1064	121	121	966
1066	1066	1066	512
1067	1067	1	1
1068	1068	1068	506
1069	211	31	211
1070	1070	1070	188
1071	1071	1071	1
1074	1074	1074	851
1075	1075	1075	997
1079	1079	1079	1
1083	299	299	299
1085	1085	42	42
1086	42	42	42
1087	1087	1087	510
1088	875	117	1
1090	1090	1090	548
1092	1092	1092	1
1093	1093	1093	506
1095	1095	1095	317
1097	1097	1097	356
1101	32	32	1059
1106	1508	1	630
1110	1110	1110	1005
