PID	PGID	SID	PPID
1	1	1	0
10	10	10	1
12	12	12	1
18	18	18	1
19	19	19	12
20	20	20	1
24	24	24	1
27	1	1	19
30	30	30	1
31	31	31	1
38	38	38	1
44	147	1	30
45	45	45	1
68	68	68	44
71	71	71	1
76	1	1	1
79	1	1	1
89	89	89	1
91	91	91	1
92	92	92	1
94	94	94	1
99	99	99	44
103	103	1	1
105	80	1	103
111	111	111	1
112	112	112	1
116	116	116	1
118	118	118	24
119	119	119	1
120	120	120	1
126	126	14	1
127	127	127	1
132	132	132	1
137	137	1	1
146	146	146	1
147	147	147	45
151	151	151	1
153	153	153	20
156	156	1	119
160	1792	1	1
162	77	77	1
163	312	1	112
164	164	164	1
165	1	1	112
170	170	1	31
172	172	172	1
177	177	21	1
182	1	1	160
191	1	1	1
192	1	1	1
194	194	194	1
198	1	1	1
204	204	204	1
206	206	206	170
210	210	210	1
212	212	212	177
214	214	214	10
216	216	216	1
218	218	218	1
219	219	219	1
221	221	221	76
224	224	111	111
227	227	227	1
232	232	232	1
235	1	1	99
239	239	239	1
241	241	74	1
244	244	244	1
249	249	249	1
254	254	1	76
257	257	257	1
258	258	258	1
260	260	260	1
263	263	263	172
266	1	1	79
270	188	188	1
272	272	272	1
274	274	274	218
278	278	278	1
279	279	279	1
280	1	1	1
281	281	281	24
284	284	284	1
288	288	288	1
291	1	1	1
293	293	293	1
298	51	51	1
299	198	1	92
300	300	1	1
301	301	301	116
302	302	302	1
305	60	60	164
311	311	311	112
312	80	1	105
313	271	1	1
315	315	315	1
317	1	1	1
321	321	321	1
323	323	323	165
324	324	324	1
325	325	325	1
329	404	1	299
331	331	331	170
332	332	332	1
335	335	144	1
338	2759	1	1
340	51	51	1
342	330	54	120
346	346	346	1
351	74	74	1
352	51	51	1
354	80	1	1
356	356	356	99
357	357	357	1
363	363	363	1
366	1564	41	1
367	367	1	1
369	369	369	280
371	371	371	1
373	373	373	1
378	378	378	1
386	386	386	1
390	390	390	18
393	160	1	1
394	394	74	351
395	395	395	1
398	80	1	1
399	10	1	1
401	401	401	182
402	948	1	27
403	403	403	89
409	409	1	119
412	412	412	1
414	414	414	126
418	418	418	346
419	419	419	118
421	421	421	1
423	423	423	1
429	429	429	163
431	431	431	1
432	67	67	1
433	21	21	1
434	801	21	272
435	435	435	103
437	437	21	1
438	438	438	1
440	1062	1	137
443	443	443	1
444	444	444	1
445	445	445	1
446	2799	1	1
448	448	448	1
449	449	449	1
450	450	1	367
451	451	451	324
453	453	1	1
455	455	455	412
456	456	456	94
458	458	458	373
459	459	459	1
460	460	460	340
461	461	461	1
462	462	462	324
465	465	465	321
466	466	466	1
469	257	257	257
471	471	1	429
473	473	473	1
474	187	60	164
475	475	1	147
478	478	478	1
479	7215	61	284
481	67	67	1
482	482	482	1
483	483	483	473
484	484	21	212
489	489	489	1
493	1	1	1
494	21	21	116
495	495	495	423
500	500	18	18
502	1	1	1
505	505	505	1
506	506	506	1
509	367	1	450
518	518	518	1
519	1	1	1
521	21	21	1
522	522	522	258
524	423	297	495
526	526	526	1
527	527	527	1
530	320	320	1
531	172	172	263
532	532	1	448
533	533	533	421
534	534	534	1
535	1	1	1
537	537	537	300
538	538	538	440
539	539	539	483
541	102	102	1
542	542	1	221
543	3982	1	1
544	21	21	1
552	552	552	241
555	555	555	1
558	558	558	1
559	559	559	1
560	560	19	465
561	205	74	506
564	19	19	1
566	566	67	432
567	567	1	312
568	568	568	99
572	592	61	1
574	574	67	481
575	361	46	1
576	576	21	1
579	579	579	89
583	583	21	1
585	585	585	433
586	586	586	1
588	588	588	1
589	589	589	1
591	591	10	1
592	592	61	1
594	594	594	103
596	3775	1	456
598	598	598	351
599	60	60	1
601	601	601	567
602	602	21	483
607	24	24	281
610	610	610	1
613	613	1	537
616	1886	1	293
620	61	61	1
623	483	21	483
626	626	626	1
628	1	1	616
629	397	1	1
630	21	21	1
632	632	632	1
633	633	633	610
636	367	1	156
637	54	54	120
639	639	639	1
640	640	60	1
641	641	214	214
642	642	642	1
647	647	647	1
648	648	648	293
650	650	650	79
651	651	37	458
653	66	1	198
654	654	654	647
655	655	288	288
656	656	656	1
657	657	657	1
658	2326	172	263
659	659	659	1
661	99	1	254
663	663	663	18
664	664	664	1
667	667	667	1
670	670	670	279
671	370	370	1
674	674	674	1
677	677	677	653
678	678	678	1
679	679	679	369
682	682	61	1
683	369	369	1
684	684	684	641
686	686	686	1
688	688	688	1
689	689	689	1
690	690	690	1
692	692	692	1
693	693	693	1
695	695	695	68
696	696	696	1
699	370	370	1
707	61	1	1
708	708	708	533
709	21	21	494
711	711	711	1
713	713	713	453
715	715	715	1
719	719	719	641
721	721	721	1
723	723	723	105
725	749	252	1
726	1	1	1
730	730	730	116
731	1	1	1
732	2810	1	1
734	1	1	371
738	738	738	266
742	742	742	1
743	367	1	509
745	745	386	386
746	746	746	331
747	397	1	1
748	748	1	444
751	2021	21	1
752	752	752	393
754	1	1	1
755	755	755	1
756	756	756	218
757	1655	1	1
759	759	759	280
761	761	1	1
763	887	1	1
764	764	74	1
765	765	247	1
766	766	766	329
768	288	288	288
771	771	771	524
772	772	772	455
775	775	775	1
776	776	776	478
777	777	777	686
779	779	779	89
780	780	780	1
781	21	21	1
783	1129	227	227
784	784	784	31
785	785	785	1
786	786	786	45
788	41	41	1
790	790	790	1
794	794	794	1
796	796	1	748
797	111	111	224
800	386	386	1
801	484	21	583
806	80	1	1
808	808	808	494
809	74	74	764
811	811	811	1
812	812	21	1
814	814	814	763
816	816	10	10
817	817	817	1
819	819	21	494
823	823	10	1
824	824	824	713
825	825	825	509
826	826	826	1
830	830	830	746
831	1	1	1
834	834	834	281
835	835	172	1
839	839	839	1
841	841	841	1
843	3825	1	163
846	38	38	38
847	847	847	1
848	848	848	279
850	850	850	616
851	851	61	431
858	858	858	1
859	859	859	657
862	862	862	1
864	201	201	1
866	866	866	1
867	867	867	1
868	868	868	730
869	869	869	119
871	1	1	1
874	874	1	1
875	758	38	1
877	265	41	708
880	880	21	819
881	172	172	263
885	885	885	1
886	886	886	538
888	1	1	1
889	889	889	775
892	892	892	1
893	893	893	378
894	1525	45	786
895	21	21	1
896	742	742	742
900	900	900	340
904	4006	1	94
905	905	905	530
906	10	1	1
907	907	907	835
909	909	909	433
910	910	910	682
911	911	911	489
912	912	912	91
915	915	915	1
918	918	918	1
919	1	1	594
920	113	1	811
922	922	922	808
923	113	1	137
924	924	924	1
926	926	926	1
927	160	1	830
929	2	2	146
930	37	37	1
932	77	77	1
935	260	260	260
936	936	83	776
937	937	937	533
938	172	172	1
939	939	939	1
941	218	21	1
943	578	1	825
944	944	944	851
946	330	54	1
947	947	947	1
948	948	1	780
949	949	949	564
950	950	950	579
951	951	275	1
952	952	952	564
954	214	214	641
955	1	1	1
956	956	956	1
958	958	958	403
960	10	10	816
961	961	961	412
963	963	963	642
964	1485	252	1
965	965	51	1
974	974	974	788
975	975	67	566
976	976	976	1
977	160	1	493
980	980	980	1
981	1831	54	1
983	983	983	909
987	3198	297	1
989	989	989	31
990	990	673	1
991	21	21	177
992	992	992	732
996	1	1	726
997	997	997	1
1000	1000	1000	99
1001	113	1	923
1005	462	462	462
1008	1008	1008	474
1009	1009	1009	301
1013	1013	1013	1
1014	1014	1014	730
1015	1015	1015	1
1017	1017	1017	607
1018	1	1	1
1021	229	229	893
1023	1023	1023	1
1024	1024	1024	118
1025	1025	1025	1
1026	1026	1026	509
1027	80	1	613
1030	1030	206	206
1031	801	21	437
1032	279	279	848
1033	1033	1033	1
1034	1034	41	937
1038	1038	1038	1
1040	247	247	1
1041	370	370	699
1042	21	21	895
1043	1043	1043	683
1044	322	322	1
1047	1047	1047	949
1048	367	1	1026
1049	126	14	1
1050	229	229	893
1056	1056	1	1
1058	1058	1058	1
1060	1060	1060	1
1066	1066	279	670
1069	1069	1	354
1070	1070	1070	785
1071	1071	1071	893
1074	1074	1074	1
1075	1075	1	707
1076	1076	1076	721
1077	83	83	1
1078	742	742	1
1080	1080	1080	1
1082	359	257	1
1083	1083	1083	779
1084	1084	1084	443
1086	1086	172	907
1088	1	1	1
1089	1089	1089	610
1090	1090	1090	293
1092	1	1	1056
1093	10	10	216
1095	172	172	531
1096	13	1	440
1097	1097	1097	1000
1098	1098	1098	559
