PID	PGID	SID	PPID
1	1	1	0
2	2	2	1
14	14	14	1
16	1	1	1
21	5	1	14
23	23	23	1
29	4	4	1
30	483	2	1
31	31	31	1
32	32	32	29
37	37	37	1
43	43	43	1
45	958	24	1
47	47	47	29
50	1	1	14
51	51	51	1
52	52	52	23
54	54	32	32
57	57	1	14
60	60	24	1
61	61	61	1
63	63	63	1
64	4	4	29
66	66	2	1
68	68	68	16
72	72	72	14
73	73	1	14
74	74	1	50
76	15	2	66
78	78	78	1
81	2	2	1
82	82	82	51
85	1	1	1
86	86	86	1
88	88	18	1
90	90	90	1
91	91	91	51
94	1	1	91
98	98	98	66
99	99	99	78
101	2	2	30
103	103	103	1
104	2	2	1
113	113	113	1
118	118	118	63
120	120	120	90
121	121	2	1
122	29	4	1
124	124	124	1
127	127	1	1
128	128	128	122
129	129	129	1
133	133	133	57
138	138	138	118
139	2	2	1
143	1	1	1
144	2	2	104
145	37	37	37
148	148	148	14
149	149	24	113
150	2	2	1
151	151	151	145
152	22	22	1
157	157	157	1
159	159	159	29
160	160	2	1
163	163	163	1
164	164	164	1
166	166	166	1
169	169	169	88
170	170	170	73
171	171	171	1
174	19	18	61
175	175	175	1
177	5	1	72
179	179	179	1
180	180	180	122
181	181	181	1
182	182	182	104
183	183	183	148
188	129	129	129
189	56	56	1
190	190	190	1
192	192	192	1
194	194	194	94
196	5	1	177
197	197	197	57
199	199	199	1
200	200	129	188
202	2	2	179
205	5	1	21
206	206	206	14
207	207	207	1
208	208	208	170
210	5	1	177
212	212	212	1
214	214	214	1
217	217	217	14
219	219	1	1
220	19	18	1
222	222	222	1
223	223	223	85
228	19	18	1
232	232	232	1
233	2527	1	1
235	235	1	1
236	236	236	1
240	420	1	57
246	246	246	1
247	247	247	1
248	37	37	145
249	353	1	1
250	250	1	85
251	205	1	21
252	252	252	64
253	253	253	1
254	2	2	81
255	255	255	1
258	258	1	72
261	14	1	206
263	263	263	240
267	267	267	47
268	1	1	57
269	1	1	1
270	270	1	16
272	5	1	235
274	1	1	85
275	26	26	1
277	19	18	1
280	280	280	64
282	282	282	1
283	283	283	60
284	284	284	1
285	285	285	232
286	286	286	73
287	5	1	210
289	289	289	60
290	1	1	68
292	37	37	1
294	294	32	54
295	295	295	190
297	1	1	1
300	300	300	250
301	37	37	1
305	305	305	236
306	306	306	1
309	309	2	104
310	310	310	160
311	73	1	272
312	312	312	192
313	73	1	1
314	314	13	212
315	24	24	1
317	63	63	63
318	318	318	103
320	116	47	306
321	19	18	61
322	322	129	200
324	324	324	171
325	325	42	181
326	1	1	16
328	4	4	252
332	332	82	82
333	5	1	258
335	1	1	297
338	338	338	1
340	42	42	86
341	24	24	315
342	22	22	312
345	345	345	21
347	13	1	127
348	348	4	99
349	32	32	54
350	33	33	1
355	148	1	148
357	357	357	127
358	5	1	1
359	359	359	16
362	24	24	341
364	14	14	14
371	128	128	128
373	373	373	196
375	116	47	306
377	377	377	127
378	378	24	1
380	380	380	14
381	381	381	280
383	383	47	47
384	384	384	1
386	386	386	157
388	47	47	1
393	393	393	324
395	395	2	1
397	397	397	357
398	398	398	61
401	401	401	1
404	404	404	76
407	1	1	1
408	408	408	54
409	409	409	246
410	410	22	192
411	411	411	347
413	413	37	1
414	5	1	313
415	223	223	223
416	416	416	1
419	4	4	99
422	232	33	285
423	423	423	1
424	24	24	362
425	5	1	1
426	426	426	85
428	428	37	1
429	429	63	317
430	430	430	1
431	431	431	113
432	432	432	280
433	4	4	159
434	33	33	1
435	435	435	157
437	437	437	332
439	344	42	1
441	2	2	1
442	442	33	1
443	443	443	1
445	445	24	1
446	2	2	1
448	448	448	1
449	449	91	1
450	450	450	233
451	451	451	190
454	454	4	1
455	455	455	426
457	457	457	282
458	63	63	63
459	459	459	347
460	130	130	1
462	462	462	457
464	464	151	151
466	1	1	233
467	467	467	464
468	19	18	398
469	469	469	297
471	471	471	182
472	472	22	1
473	73	1	72
474	22	22	342
475	475	475	197
476	4	4	159
478	478	478	98
479	479	479	277
481	5	1	219
482	482	482	51
483	483	2	253
484	19	18	61
486	486	486	1
487	214	214	214
488	488	488	258
491	26	26	1
492	13	1	1
493	2	2	1
497	23	23	1
498	24	24	424
501	120	120	1
502	502	2	160
503	312	22	474
508	1	1	235
510	510	510	373
511	511	1	127
512	5	1	177
513	2	2	1
514	514	1	269
515	515	515	1
517	279	279	1
518	518	518	145
520	520	520	413
521	521	521	120
523	523	2	401
524	564	2	1
526	15	15	1
527	2	2	139
528	528	528	199
530	127	1	397
533	5	1	1
535	272	1	272
536	536	536	1
537	537	537	318
538	57	1	57
540	540	540	359
541	541	42	181
542	542	542	148
546	546	1	473
547	547	547	508
548	306	306	306
549	549	549	50
551	15	2	1
552	103	103	103
555	312	22	474
557	73	1	459
558	1	1	347
559	559	23	1
562	562	562	1
563	563	563	300
564	564	564	1
565	103	103	103
568	568	568	380
569	13	13	212
570	570	42	247
571	571	42	325
572	151	151	151
573	5	1	1
574	2	2	441
575	42	42	1
576	73	1	530
577	577	2	163
578	383	47	47
579	19	18	1
581	581	581	43
584	584	584	1
585	24	24	445
586	586	586	419
588	73	1	511
590	4	4	180
591	29	4	29
594	594	2	527
595	595	14	1
596	2	2	513
598	120	120	562
599	599	113	113
600	600	1	208
602	31	31	31
603	603	603	1
606	5	1	177
607	1	1	482
608	166	166	166
609	609	609	501
610	2	2	471
611	15	2	483
612	322	129	1
613	2	2	1
615	615	1	194
616	306	306	306
618	618	618	551
619	619	619	511
623	42	42	439
624	128	128	128
626	127	1	235
627	486	486	486
628	37	37	301
633	633	633	1
636	636	2	513
637	637	18	61
638	862	37	628
639	639	91	449
640	24	24	1
641	564	2	66
642	170	170	170
643	15	2	1
646	13	1	51
647	129	129	1
648	24	24	445
650	650	42	1
651	299	299	1
652	652	652	650
653	653	653	1
654	52	52	52
655	655	655	16
656	306	306	548
657	657	657	1
659	659	659	29
660	660	161	1
661	19	18	1
662	56	56	189
663	2	2	441
664	664	664	1
665	2	2	30
666	2	2	139
667	129	129	1
668	37	37	638
669	2	2	523
670	670	670	1
671	5	1	72
673	23	23	1
674	674	92	1
675	675	2	1
676	19	18	228
677	1	1	1
678	97	1	1
679	37	37	1
680	680	680	177
681	66	2	66
682	22	22	1
684	24	24	1
685	32	32	54
